,Origin_Node,End_Node,Root_Node,Type,Type_detailed,Capacity,Consider_deletion,Notes
687,MWC_RUB_INDOOR,WRP_WHP,MWC_RUB,Wastewater,WRP_inflow,2055,0,
688,MWC_SSL_INDOOR,WRP_SJC,MWC_SSL,Wastewater,WRP_inflow,2594,0,
689,MWC_SSL_INDOOR,WRP_WHP,MWC_SSL,Wastewater,WRP_inflow,2594,0,
690,MWC_VHT_INDOOR,WRP_SJC,MWC_VHT,Wastewater,WRP_inflow,900,0,
691,MWC_VWC_INDOOR,WRP_LCP,MWC_VWC,Wastewater,WRP_inflow,2427,0,
692,MWC_VWC_INDOOR,WRP_WHP,MWC_VWC,Wastewater,WRP_inflow,2427,0,
693,MWD_LVI_INDOOR,WRP_TAP,MWD_LVI,Wastewater,WRP_inflow,1519,0,
694,MWD_LVI_INDOOR,WRP_HYP,MWD_LVI,Wastewater,WRP_inflow,30000,0,
695,CTY_BEL_INDOOR,WRP_JWP,CTY_BEL,Wastewater,WRP_inflow,692,0,
696,CTY_IND_INDOOR,WRP_JWP,CTY_IND,Wastewater,WRP_inflow,3000,0,
697,CWD_LAH_INDOOR,WRP_SJC,CWD_LAH,Wastewater,WRP_inflow,2712,0,end node mislabeled as SUR_PAC
698,CWD_LAP_INDOOR,WRP_SJC,CWD_LAP,Wastewater,WRP_inflow,2767,0,
699,CWD_PIC_INDOOR,WRP_LCP,CWD_PIC,Wastewater,WRP_inflow,3492,0,
700,CWD_PIC_INDOOR,WRP_JWP,CWD_PIC,Wastewater,WRP_inflow,3492,0,
701,CTY_CPT_INDOOR,WRP_JWP,CTY_CPT,Wastewater,WRP_inflow,9487,0,
702,CWD_SAV_INDOOR,WRP_JWP,CWD_SAV,Wastewater,WRP_inflow,830,0,
703,PRV_CEN_INDOOR,WRP_JWP,PRV_CEN,Wastewater,WRP_inflow,1406,0,
704,PRV_MSG_INDOOR,WRP_JWP,PRV_MSG,Wastewater,WRP_inflow,13355,0,
705,PRV_RAY_INDOOR,WRP_SJC,PRV_RAY,Wastewater,WRP_inflow,558,0,
706,PRV_WCS_INDOOR,WRP_JWP,PRV_WCS,Wastewater,WRP_inflow,5482,0,
707,PRV_WMI_INDOOR,WRP_HYP,PRV_WMI,Wastewater,WRP_inflow,15000,0,
708,IOU_CAW_BH_INDOOR,WRP_HYP,IOU_CAW_BH,Wastewater,WRP_inflow,4000,0,
709,IOU_CAW_SM_INDOOR,WRP_JWP,IOU_CAW_SM,Wastewater,WRP_inflow,11000,0,
710,IOU_CAW_DUR_INDOOR,WRP_JWP,IOU_CAW_DUR,Wastewater,WRP_inflow,8000,0,
711,IOU_SWS_WLM_INDOOR,WRP_WHP,IOU_SWS_WLM,Wastewater,WRP_inflow,15000,0,"was 2000, trying out 10000 to see if it remedies indoor shortage which is only occuring at THIS node under 100% imports "
712,WRP_LCP,SUR_PAC,WRP_LCP,Surface,WRP_surface_outflow,999999,0,added link to SUR_PAC to provide a surface outflow 
713,GWB_MSG,MWC_VHT_INDOOR,MWC_VHT,Groundwater,Groundwater,6578,0,"add to represent soure for MWC_VHT, which in Artes was transfers from MWC_COV"
714,SUR_SGU,MWC_VHT_INDOOR,MWC_VHT,Surface,Surface_use ,6983,0,"add to represent soure for MWC_VHT, which in Artes was transfers from MWC_COV"
715,GWB_MSG,MWC_VHT_OUTDOOR,MWC_VHT,Groundwater,Groundwater,6578,0,"add to represent soure for MWC_VHT, which in Artes was transfers from MWC_COV"
716,SUR_SGU,MWC_VHT_OUTDOOR,MWC_VHT,Surface,Surface_use ,6983,0,"add to represent soure for MWC_VHT, which in Artes was transfers from MWC_COV"
717,WRP_LBP,SUR_PAC,WRP_LCP,Surface,WRP_surface_outflow,999999,0,added link to SUR_PAC to provide a surface outflow 
718,SUR_SGL,SUR_PAC,SUR_SGL,Surface,Surface ,500001,0,added link to SUR_PAC to provide basin outflow 
719,SPG_DOM,SUR_LAL,SPG_DOM,Spreading,Spreading_outflow,500001,0,added link to SUR_LAL to link outflow to SUR_PAC
720,GWB_MSG,MWC_AMA_INDOOR,MWC_AMA,Groundwater,Groundwater,400,0,
721,GWB_MSG,MWC_AMA_OUTDOOR,MWC_AMA,Groundwater,Groundwater,400,0,
722,MWC_MCR_INDOOR,WRP_LAC,MWC_MCR,Wastewater,Wastewater,1000,0,"added connection to WRP_LAC to test out, check what actual WRP is"
723,WRP_HYP,WRP_LIT,WRP_LIT,Wastewater,Wastewater,41988,0,"only supplied by WRP_LIT which has no connections, FIX - add connection from HYP to LIT, changed from 10000 to 41988 to match annual capacity of WRP_LIT to MWD_WCR"
724,PRV_WOC_INDOOR,SUR_OIL,PRV_WOC,Surface,WRP_surface_outflow,10000,0,"FIX: connect to one or more WRP OR route to dummy ""oil and chemical"" effluent node "
725,PRV_MOC_INDOOR,SUR_OIL,PRV_MOC,Surface,WRP_surface_outflow,10000,0,"FIX: connect to one or more WRP OR route to dummy ""oil and chemical"" effluent node "
726,PRV_COC_INDOOR,SUR_OIL,PRV_COC,Surface,WRP_surface_outflow,10000,0,"FIX: connect to one or more WRP OR route to dummy ""oil and chemical"" effluent node "
727,WRP_LAC,SUR_ASE,WRP_LAC,Surface,WRP_surface_outflow,999999,0,FIX: connect to one or more WRP. Connected to WRP_LAC and added WRP_LAC to SUR_ASE outflow link
728,MWD_LVR,MWD_LVI_OUTDOOR,MWD_LVI,Reuse,Reuse,4700,0,added connection of LVR recycled water to LVI outdoor use
729,MWD_WCB,CTY_LOM_INDOOR,CTY_LOM,Imported,Imported,2700,0,based on 2020 UWMP
730,MWD_WCB,CTY_LOM_OUTDOOR,CTY_LOM,Imported,Imported,2700,0,based on 2020 UWMP
731,MWD_USG,CTY_SIE_INDOOR,CTY_SIE,Imported,Imported,2000,0,"Added based on 2020 UWMP, used MWD_UGV instead of MWD_SGV"
732,MWD_USG,CTY_SIE_OUTDOOR,CTY_SIE,Imported,Imported,2000,0,"Added based on 2020 UWMP, used MWD_UGV instead of MWD_SGV"
733,GWB_MSG,CTY_SIE_INDOOR,CTY_SIE,Groundwater,Groundwater,1600,0,"Added based on 2020 UWMP, used MWD_UGV instead of MWD_SGV"
734,GWB_MSG,CTY_SIE_OUTDOOR,CTY_SIE,Groundwater,Groundwater,1600,0,"Added based on 2020 UWMP, used MWD_UGV instead of MWD_SGV"
735,GWB_MSG,MWC_SSL_INDOOR,MWC_SSL,Groundwater,Groundwater,2700,0,updated based on 2020 UWMP
736,GWB_MSG,MWC_SSL_OUTDOOR,MWC_SSL,Groundwater,Groundwater,2700,0,updated based on 2020 UWMP
737,GWB_RAY,MWC_VWC_INDOOR,MWC_VWC,Groundwater,Groundwater,800,0,updated based on 2020 UWMP
738,GWB_RAY,MWC_VWC_OUTDOOR,MWC_VWC,Groundwater,Groundwater,800,0,updated based on 2020 UWMP
739,MWD_USG,CTY_MON_INDOOR,CTY_MON,Imported,Imported,5000,0,added from UWMP information 
740,MWD_USG,CTY_MON_OUTDOOR,CTY_MON,Imported,Imported,5000,0,added from UWMP information 
741,MWD_USG,CTY_SPA_INDOOR,CTY_SPA,Imported,Imported,2000,0,Added based on 2020 UWMP
742,MWD_USG,CTY_SPA_OUTDOOR,CTY_SPA,Imported,Imported,2000,0,Added based on 2020 UWMP
743,GWB_MSG,CWD_ROW_INDOOR,CWD_ROW,Groundwater,Groundwater,1800,0,"aggrement to source water from MSG, from 2020 UWMP"
744,GWB_MSG,CWD_ROW_OUTDOOR,CWD_ROW,Groundwater,Groundwater,1800,0,"aggrement to source water from MSG, from 2020 UWMP"
745,GWB_RAY,CWD_SGB_INDOOR,CWD_SGB,Groundwater,Groundwater,800,0,added based on 2020 UWMP
746,GWB_RAY,CWD_SGB_OUTDOOR,CWD_SGB,Groundwater,Groundwater,800,0,added based on 2020 UWMP
747,GWB_MSG,CWD_WVA_INDOOR,CWD_WVA,Groundwater,Groundwater,2000,0,"added based on 2020 UWMP, optional GW source for purchase"
748,GWB_MSG,CWD_WVA_OUTDOOR,CWD_WVA,Groundwater,Groundwater,2000,0,"added based on 2020 UWMP, optional GW source for purchase"
749,MWD_USR,IOU_SWS_WLM_OUTDOOR,IOU_SWS_WLM,Recycling,Reuse,0,0,new source for 2030 of 930 proposed
750,MWD_USR,IOU_SGV_OUTDOOR,IOU_SGV,Reuse,Reuse,1500,0,added based on 2020 UWMP
