,ID,Annual,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Demand_Type
0,CTY_ALH_INDOOR,808.6616783584212,67.3884731965351,67.3884731965351,67.3884731965351,67.3884731965351,67.3884731965351,67.3884731965351,67.3884731965351,67.3884731965351,67.3884731965351,67.3884731965351,67.3884731965351,67.3884731965351,Indoor
1,CTY_ARC_INDOOR,729.4666583644946,60.78888819704122,60.78888819704122,60.78888819704122,60.78888819704122,60.78888819704122,60.78888819704122,60.78888819704122,60.78888819704122,60.78888819704122,60.78888819704122,60.78888819704122,60.78888819704122,Indoor
2,CTY_AZU_INDOOR,707.437204572765,58.953100381063756,58.953100381063756,58.953100381063756,58.953100381063756,58.953100381063756,58.953100381063756,58.953100381063756,58.953100381063756,58.953100381063756,58.953100381063756,58.953100381063756,58.953100381063756,Indoor
3,CTY_BEL_INDOOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indoor
4,CTY_BHL_INDOOR,691.6224761078377,57.635206342319805,57.635206342319805,57.635206342319805,57.635206342319805,57.635206342319805,57.635206342319805,57.635206342319805,57.635206342319805,57.635206342319805,57.635206342319805,57.635206342319805,57.635206342319805,Indoor
5,CTY_BUR_INDOOR,1027.7454144012977,85.64545120010814,85.64545120010814,85.64545120010814,85.64545120010814,85.64545120010814,85.64545120010814,85.64545120010814,85.64545120010814,85.64545120010814,85.64545120010814,85.64545120010814,85.64545120010814,Indoor
6,CTY_CER_INDOOR,480.73298539471153,40.06108211622596,40.06108211622596,40.06108211622596,40.06108211622596,40.06108211622596,40.06108211622596,40.06108211622596,40.06108211622596,40.06108211622596,40.06108211622596,40.06108211622596,40.06108211622596,Indoor
7,CTY_COV_INDOOR,331.70674213428833,27.642228511190694,27.642228511190694,27.642228511190694,27.642228511190694,27.642228511190694,27.642228511190694,27.642228511190694,27.642228511190694,27.642228511190694,27.642228511190694,27.642228511190694,27.642228511190694,Indoor
8,CTY_CPT_INDOOR,220.7037460600199,18.391978838334992,18.391978838334992,18.391978838334992,18.391978838334992,18.391978838334992,18.391978838334992,18.391978838334992,18.391978838334992,18.391978838334992,18.391978838334992,18.391978838334992,18.391978838334992,Indoor
9,CTY_DOW_INDOOR,814.7888026951179,67.89906689125982,67.89906689125982,67.89906689125982,67.89906689125982,67.89906689125982,67.89906689125982,67.89906689125982,67.89906689125982,67.89906689125982,67.89906689125982,67.89906689125982,67.89906689125982,Indoor
10,CTY_ELM_INDOOR,126.89078268743192,10.574231890619327,10.574231890619327,10.574231890619327,10.574231890619327,10.574231890619327,10.574231890619327,10.574231890619327,10.574231890619327,10.574231890619327,10.574231890619327,10.574231890619327,10.574231890619327,Indoor
11,CTY_ELS_INDOOR,125.23866134751646,10.436555112293037,10.436555112293037,10.436555112293037,10.436555112293037,10.436555112293037,10.436555112293037,10.436555112293037,10.436555112293037,10.436555112293037,10.436555112293037,10.436555112293037,10.436555112293037,Indoor
12,CTY_GDL_INDOOR,3637.917853742325,303.15982114519375,303.15982114519375,303.15982114519375,303.15982114519375,303.15982114519375,303.15982114519375,303.15982114519375,303.15982114519375,303.15982114519375,303.15982114519375,303.15982114519375,303.15982114519375,Indoor
13,CTY_GDR_INDOOR,620.3271587703967,51.69392989753306,51.69392989753306,51.69392989753306,51.69392989753306,51.69392989753306,51.69392989753306,51.69392989753306,51.69392989753306,51.69392989753306,51.69392989753306,51.69392989753306,51.69392989753306,Indoor
14,CTY_HUP_INDOOR,99.3993146296342,8.283276219136184,8.283276219136184,8.283276219136184,8.283276219136184,8.283276219136184,8.283276219136184,8.283276219136184,8.283276219136184,8.283276219136184,8.283276219136184,8.283276219136184,8.283276219136184,Indoor
15,CTY_IND_INDOOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indoor
