,Origin_Node,End_Node,Root_Node,Type,Type_detailed,Capacity,Consider_deletion,Notes
265,MWD_WCB,IOU_GS_CC_INDOOR,IOU_GS_CC,Imported,Imported,10000,0,
266,MWD_WCB,IOU_GS_CC_OUTDOOR,IOU_GS_CC,Imported,Imported,10000,0,
267,GWB_MSG,CTY_GDR_INDOOR,CTY_GDR,Groundwater,Groundwater,9428,0,
268,GWB_MSG,CTY_GDR_OUTDOOR,CTY_GDR,Groundwater,Groundwater,9428,0,
269,GWB_CEN,CTY_LKW_INDOOR,CTY_LKW,Groundwater,Groundwater,9432,0,
270,GWB_CEN,CTY_LKW_OUTDOOR,CTY_LKW,Groundwater,Groundwater,9432,0,
271,GWB_CEN,IOU_GS_BBG_INDOOR,IOU_GS_BBG,Groundwater,Groundwater,4500,0,
272,GWB_CEN,IOU_GS_BBG_OUTDOOR,IOU_GS_BBG,Groundwater,Groundwater,4500,0,
273,MWD_WCB,CTY_ELS_INDOOR,CTY_ELS,Imported,Imported,9929,0,
274,MWD_WCB,CTY_ELS_OUTDOOR,CTY_ELS,Imported,Imported,9929,0,
275,MWD_THV,IOU_GS_SD_INDOOR,IOU_GS_SD,Imported,Imported,10000,0,
276,MWD_THV,IOU_GS_SD_OUTDOOR,IOU_GS_SD,Imported,Imported,10000,0,
277,GWB_WCS,IOU_CWS_DOM_INDOOR,IOU_CWS_DOM,Groundwater,Groundwater,11000,0,
278,GWB_WCS,IOU_CWS_DOM_OUTDOOR,IOU_CWS_DOM,Groundwater,Groundwater,11000,0,
279,GWB_CEN,IOU_CWS_ELA_INDOOR,IOU_CWS_ELA,Groundwater,Groundwater,11774,0,
280,GWB_CEN,IOU_CWS_ELA_OUTDOOR,IOU_CWS_ELA,Groundwater,Groundwater,11774,0,
281,GWB_CEN,CTY_SGT_INDOOR,CTY_SGT,Groundwater,Groundwater,11183,0,
282,GWB_CEN,CTY_SGT_OUTDOOR,CTY_SGT,Groundwater,Groundwater,11183,0,
283,GWB_CHI,CTY_PNM_INDOOR,CTY_PNM,Groundwater,Groundwater,11215,0,
284,GWB_CHI,CTY_PNM_OUTDOOR,CTY_PNM,Groundwater,Groundwater,11215,0,
285,GWB_CEN,IOU_GS_ART_INDOOR,IOU_GS_ART,Groundwater,Groundwater,5000,0,
286,GWB_CEN,IOU_GS_ART_OUTDOOR,IOU_GS_ART,Groundwater,Groundwater,5000,0,
287,MWD_MET,CTY_SMC_INDOOR,CTY_SMC,Imported,Imported,11515,0,
288,MWD_MET,CTY_SMC_OUTDOOR,CTY_SMC,Imported,Imported,11515,0,
289,MWD_WCB,IOU_CWS_HR_INDOOR,IOU_CWS_HR,Imported,Imported,12000,0,
290,MWD_WCB,IOU_CWS_HR_OUTDOOR,IOU_CWS_HR,Imported,Imported,12000,0,
291,GWB_MSG,MWC_CDM_INDOOR,MWC_CDM,Groundwater,Groundwater,12069,0,
292,GWB_MSG,MWC_CDM_OUTDOOR,MWC_CDM,Groundwater,Groundwater,12069,0,
293,GWB_SYL,CTY_LAX_INDOOR,CTY_LAX,Groundwater,Groundwater,12305,0,
294,GWB_SYL,CTY_LAX_OUTDOOR,CTY_LAX,Groundwater,Groundwater,12305,0,
295,GWB_SMC,CTY_SMC_INDOOR,CTY_SMC,Groundwater,Groundwater,12400,0,
296,GWB_SMC,CTY_SMC_OUTDOOR,CTY_SMC,Groundwater,Groundwater,12400,0,
297,GWB_SFE,CTY_BUR_INDOOR,CTY_BUR,Groundwater,Groundwater,12759,0,
298,GWB_SFE,CTY_BUR_OUTDOOR,CTY_BUR,Groundwater,Groundwater,12759,0,
299,MWD_CBS,IOU_PWC_INDOOR,IOU_PWC,Imported,Imported,12800,0,
300,MWD_CBS,IOU_PWC_OUTDOOR,IOU_PWC,Imported,Imported,12800,0,
301,GWB_RAY,CTY_PAS_INDOOR,CTY_PAS,Groundwater,Groundwater,12807,0,
302,GWB_RAY,CTY_PAS_OUTDOOR,CTY_PAS,Groundwater,Groundwater,12807,0,
303,MWD_WCB,CWD_LA2_INDOOR,CWD_LA2,Imported,Imported,13266,0,
304,MWD_WCB,CWD_LA2_OUTDOOR,CWD_LA2,Imported,Imported,13266,0,
305,MWD_MET,CTY_BHL_INDOOR,CTY_BHL,Imported,Imported,13380,0,
306,MWD_MET,CTY_BHL_OUTDOOR,CTY_BHL,Imported,Imported,13380,0,
307,MWD_THV,CWD_ROW_INDOOR,CWD_ROW,Imported,Imported,14741,0,
308,MWD_THV,CWD_ROW_OUTDOOR,CWD_ROW,Imported,Imported,14741,0,
309,GWB_MSG,IOU_SWS_WLM_INDOOR,IOU_SWS_WLM,Groundwater,Groundwater,14000,0,
310,GWB_MSG,IOU_SWS_WLM_OUTDOOR,IOU_SWS_WLM,Groundwater,Groundwater,14000,0,
311,MWD_WCR,PRV_WMI_INDOOR,PRV_WMI,Recycling,Reuse,15535,0,
312,MWD_WCR,PRV_WMI_OUTDOOR,PRV_WMI,Recycling,Reuse,15535,0,
313,MWD_MET,CTY_BUR_INDOOR,CTY_BUR,Imported,Imported,16336,0,
314,MWD_MET,CTY_BUR_OUTDOOR,CTY_BUR,Imported,Imported,16336,0,
315,GWB_CEN,IOU_GS_SW_INDOOR,IOU_GS_SW,Groundwater,Groundwater,5000,0,
316,GWB_CEN,IOU_GS_SW_OUTDOOR,IOU_GS_SW,Groundwater,Groundwater,5000,0,
317,GWB_MSG,CTY_AZU_INDOOR,CTY_AZU,Groundwater,Groundwater,16487,0,
318,GWB_MSG,CTY_AZU_OUTDOOR,CTY_AZU,Groundwater,Groundwater,16487,0,
319,GWB_CEN,CTY_DOW_INDOOR,CTY_DOW,Groundwater,Groundwater,16553,0,
320,GWB_CEN,CTY_DOW_OUTDOOR,CTY_DOW,Groundwater,Groundwater,16553,0,
321,GWB_CEN,CTY_LAX_INDOOR,CTY_LAX,Groundwater,Groundwater,17236,0,
322,GWB_CEN,CTY_LAX_OUTDOOR,CTY_LAX,Groundwater,Groundwater,17236,0,
323,GWB_MSG,IOU_SWS_SJH_INDOOR,IOU_SWS_SJH,Groundwater,Groundwater,20000,0,
324,GWB_MSG,IOU_SWS_SJH_OUTDOOR,IOU_SWS_SJH,Groundwater,Groundwater,20000,0,
325,MWD_WCB,IOU_CWS_PV_INDOOR,IOU_CWS_PV,Imported,Imported,20000,0,
326,MWD_WCB,IOU_CWS_PV_OUTDOOR,IOU_CWS_PV,Imported,Imported,20000,0,
327,GWB_MSG,IOU_SGV_INDOOR,IOU_SGV,Groundwater,Groundwater,39646,0,
328,GWB_MSG,IOU_SGV_OUTDOOR,IOU_SGV,Groundwater,Groundwater,39646,0,
329,MWD_MET,CTY_TOR_INDOOR,CTY_TOR,Imported,Imported,19204,0,
330,MWD_MET,CTY_TOR_OUTDOOR,CTY_TOR,Imported,Imported,19204,0,
331,MWD_MET,MWD_LVI_INDOOR,MWD_LVI,Imported,Imported,21087,0,link capacity is less than 25958 acft Artes demand
332,MWD_MET,MWD_LVI_OUTDOOR,MWD_LVI,Imported,Imported,21087,0,check UWMP for additional supply connections and their capcity
333,MWD_MET,CTY_PAS_INDOOR,CTY_PAS,Imported,Imported,21180,0,
334,MWD_MET,CTY_PAS_OUTDOOR,CTY_PAS,Imported,Imported,21180,0,
335,GWB_MSG,PRV_MSG_INDOOR,PRV_MSG,Groundwater,Groundwater,22906,0,
336,GWB_MSG,PRV_MSG_OUTDOOR,PRV_MSG,Groundwater,Groundwater,22906,0,
337,MWD_THV,CWD_WVA_INDOOR,CWD_WVA,Imported,Imported,26057,0,
338,MWD_THV,CWD_WVA_OUTDOOR,CWD_WVA,Imported,Imported,26057,0,
339,MWD_WCB,IOU_GS_SW_INDOOR,IOU_GS_SW,Imported,Imported,26000,0,
340,MWD_WCB,IOU_GS_SW_OUTDOOR,IOU_GS_SW,Imported,Imported,26000,0,
341,MWD_MET,CTY_GDL_INDOOR,CTY_GDL,Imported,Imported,26221,0,
342,MWD_MET,CTY_GDL_OUTDOOR,CTY_GDL,Imported,Imported,26221,0,
343,GWB_SFE,CTY_GDL_INDOOR,CTY_GDL,Groundwater,Groundwater,27086,0,
344,GWB_SFE,CTY_GDL_OUTDOOR,CTY_GDL,Groundwater,Groundwater,27086,0,
345,MWD_WCB,IOU_CWS_DOM_INDOOR,IOU_CWS_DOM,Imported,Imported,28000,0,
346,MWD_WCB,IOU_CWS_DOM_OUTDOOR,IOU_CWS_DOM,Imported,Imported,28000,0,
347,GWB_CEN,CTY_LBH_INDOOR,CTY_LBH,Groundwater,Groundwater,32692,0,
348,GWB_CEN,CTY_LBH_OUTDOOR,CTY_LBH,Groundwater,Groundwater,32692,0,
349,MWD_MET,CTY_LBH_INDOOR,CTY_LBH,Imported,Imported,39471,0,
350,MWD_MET,CTY_LBH_OUTDOOR,CTY_LBH,Imported,Imported,39471,0,
351,INF_SWP,CTY_LAX_INDOOR,CTY_LAX,Imported,Imported,40000,0,
352,INF_SWP,CTY_LAX_OUTDOOR,CTY_LAX,Imported,Imported,40000,0,
353,GWB_SFE,CTY_LAX_INDOOR,CTY_LAX,Groundwater,Groundwater,300000,0,far exceeds safe yield of San Fernando Basin
354,GWB_SFE,CTY_LAX_OUTDOOR,CTY_LAX,Groundwater,Groundwater,300000,0,far exceeds safe yield of San Fernando Basin
355,MWD_MET,CTY_LAX_INDOOR,CTY_LAX,Imported,Imported,373000,0,
356,MWD_MET,CTY_LAX_OUTDOOR,CTY_LAX,Imported,Imported,373000,0,
357,SUR_OWN,CTY_LAX_INDOOR,CTY_LAX,Infrastructure,Infrastructure,561000,0,
358,SUR_OWN,CTY_LAX_OUTDOOR,CTY_LAX,Infrastructure,Infrastructure,561000,0,
359,INF_LAR,CTY_LAX_INDOOR,CTY_LAX,Infrastructure,Infrastructure,561000,0,
360,INF_LAR,CTY_LAX_OUTDOOR,CTY_LAX,Infrastructure,Infrastructure,561000,0,
361,MWD_WCB,CTY_LOM_INDOOR,CTY_LOM,Imported,Imported,2700,0,based on 2020 UWMP
362,MWD_WCB,CTY_LOM_OUTDOOR,CTY_LOM,Imported,Imported,2700,0,based on 2020 UWMP
363,MWD_USG,CTY_SIE_INDOOR,CTY_SIE,Imported,Imported,2000,0,"Added based on 2020 UWMP, used MWD_UGV instead of MWD_SGV"
364,MWD_USG,CTY_SIE_OUTDOOR,CTY_SIE,Imported,Imported,2000,0,"Added based on 2020 UWMP, used MWD_UGV instead of MWD_SGV"
365,GWB_MSG,CTY_SIE_INDOOR,CTY_SIE,Groundwater,Groundwater,1600,0,"Added based on 2020 UWMP, used MWD_UGV instead of MWD_SGV"
366,GWB_MSG,CTY_SIE_OUTDOOR,CTY_SIE,Groundwater,Groundwater,1600,0,"Added based on 2020 UWMP, used MWD_UGV instead of MWD_SGV"
367,GWB_MSG,MWC_SSL_INDOOR,MWC_SSL,Groundwater,Groundwater,2700,0,updated based on 2020 UWMP
368,GWB_MSG,MWC_SSL_OUTDOOR,MWC_SSL,Groundwater,Groundwater,2700,0,updated based on 2020 UWMP
369,GWB_RAY,MWC_VWC_INDOOR,MWC_VWC,Groundwater,Groundwater,800,0,updated based on 2020 UWMP
370,GWB_RAY,MWC_VWC_OUTDOOR,MWC_VWC,Groundwater,Groundwater,800,0,updated based on 2020 UWMP
371,MWD_USG,CTY_MON_INDOOR,CTY_MON,Imported,Imported,5000,0,added from UWMP information 
372,MWD_USG,CTY_MON_OUTDOOR,CTY_MON,Imported,Imported,5000,0,added from UWMP information 
373,MWD_USG,CTY_SPA_INDOOR,CTY_SPA,Imported,Imported,2000,0,Added based on 2020 UWMP
374,MWD_USG,CTY_SPA_OUTDOOR,CTY_SPA,Imported,Imported,2000,0,Added based on 2020 UWMP
375,GWB_MSG,CWD_ROW_INDOOR,CWD_ROW,Groundwater,Groundwater,1800,0,"aggrement to source water from MSG, from 2020 UWMP"
376,GWB_MSG,CWD_ROW_OUTDOOR,CWD_ROW,Groundwater,Groundwater,1800,0,"aggrement to source water from MSG, from 2020 UWMP"
377,GWB_RAY,CWD_SGB_INDOOR,CWD_SGB,Groundwater,Groundwater,800,0,added based on 2020 UWMP
378,GWB_RAY,CWD_SGB_OUTDOOR,CWD_SGB,Groundwater,Groundwater,800,0,added based on 2020 UWMP
379,GWB_MSG,CWD_WVA_INDOOR,CWD_WVA,Groundwater,Groundwater,2000,0,"added based on 2020 UWMP, optional GW source for purchase"
380,GWB_MSG,CWD_WVA_OUTDOOR,CWD_WVA,Groundwater,Groundwater,2000,0,"added based on 2020 UWMP, optional GW source for purchase"
