,ID,Annual,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Demand_Type
0,CTY_ALH_OUTDOOR,2909.946282491738,146.379279780186,97.57138789189443,159.8850630316453,165.2901375452627,281.1886031217385,312.3765043382439,364.22173056368956,365.47463097776574,322.1546499941048,296.65829914347125,222.30918669274703,176.43680941098913,Outdoor
1,CTY_ARC_OUTDOOR,7076.774991148347,224.57972955513188,183.0671480747279,250.97191256791388,545.1676155026258,605.6066832524233,755.9270696431913,937.6151951674932,941.1354129357362,856.8632896138017,789.9385159462985,564.259008617807,421.6434102711967,Outdoor
2,CTY_AZU_OUTDOOR,6746.117836579911,228.5463655382211,148.70878506372912,263.77469515517566,461.8723973982871,610.9275732470105,749.1438307345824,963.1311678698968,962.403522267966,819.1577035981483,719.5829206655958,504.4856656952872,314.38320934601137,Outdoor
3,CTY_BEL_OUTDOOR,167.26210828,0.0,2.2850014840990234,1.8280011817159618,9.140005922487942,15.995010360876872,22.850014785357658,29.705019223746582,27.420017753555705,23.76401537621564,15.995010360876872,11.425007392678832,6.855004438388928,Outdoor
4,CTY_BHL_OUTDOOR,3989.504657862441,159.09686023400303,120.9227737885046,175.05403884226928,289.499334294802,372.7742567424417,397.0948440746545,481.6011886656976,535.0654333917855,469.5520650542039,446.7365492305952,334.36927864505526,207.7380348984285,Outdoor
5,CTY_BUR_OUTDOOR,9745.255670905704,445.15977156107124,298.27692394343364,418.2279368490417,654.3535430327393,888.3590539869545,1016.6413786146722,1246.9946942712224,1246.9946942712227,1078.5879111011366,1006.082310577207,753.6998804268069,691.877572270195,Outdoor
6,CTY_CER_OUTDOOR,5475.76224026471,231.17640048732534,173.7145362388714,332.63933933156795,386.78074291237795,512.6931416427273,552.3729780043758,691.0204369600314,673.5929892044021,627.4147263265354,525.027228074835,446.77768940708734,322.552031674573,Outdoor
7,CTY_COV_OUTDOOR,2469.7873628212524,95.33327760310723,66.14066549136388,79.44554671678786,169.7219556783678,219.62517550431605,264.75821863218675,333.3944330537745,346.3988692092629,303.6650402384208,264.4322384478079,201.2724911237851,125.59945112207171,Outdoor
8,CTY_CPT_OUTDOOR,2857.243932471672,151.3242454756666,115.250100454206,163.9902136568212,188.76926445569387,268.3303538304532,297.36398587941216,355.96800761184204,323.2887916289496,323.27115170668867,271.3442605481845,241.53027193825253,156.8132852855013,Outdoor
9,CTY_DOW_OUTDOOR,5515.450365858635,263.84368935635194,173.82380176108592,206.8587718481563,377.65348695534425,514.1027806590822,555.4782515137656,768.0380937962581,699.850557070163,639.3494551449205,555.5315973195646,448.79591744616124,312.12396298778174,Outdoor
10,CTY_ELM_OUTDOOR,699.0998362782475,38.4025098763476,18.085034206051684,37.41233061789395,50.37866533777128,65.88311777710257,64.46051846274196,115.80569988369642,78.52983767304863,71.30403586926974,72.6827664823065,50.58547492972678,35.5698451622903,Outdoor
11,CTY_ELS_OUTDOOR,2094.107915266061,97.78873071709737,65.72211443827129,68.926839954651,138.9495393128305,112.4921146455273,178.5651465376047,221.60121741766358,341.05653127864116,200.16416060954492,343.6380132826294,135.68611581278856,189.51739125881096,Outdoor
12,CTY_GDL_OUTDOOR,11815.619169040436,637.4635912333749,460.6937804963968,631.0178301818578,836.5348854378556,1032.1821033955046,1146.951140807554,1407.148444332298,1465.2402722192382,1272.9921372511449,1200.5366844076052,956.6749738385483,768.1833254390591,Outdoor
13,CTY_GDR_OUTDOOR,6168.696582991316,179.1390635641015,160.15418202211615,214.6793840408197,445.7738211261748,587.1024127232173,683.5846833479641,878.0864990156064,917.7445188266508,713.028521199138,650.3022346729017,381.24489733579975,357.85636511682634,Outdoor
14,CTY_HUP_OUTDOOR,1000.2402989832425,59.95654826894868,34.37027970147826,65.4544241594795,76.02726241050034,94.58259354104192,100.13333362282786,124.8737751302166,129.73728072568622,103.30518509813413,85.7542736014395,69.89501622490825,56.15032649858115,Outdoor
15,CTY_IND_OUTDOOR,1759.1617283674805,75.88087808458147,87.47365406212359,85.15509886661516,122.25198143819104,157.03030899977807,191.8086363758455,226.58696393743259,214.99418795989044,196.44574676686233,157.03030899977807,133.8447572302135,110.65920564616854,Outdoor
16,CTY_ING_OUTDOOR,3388.3465724873486,185.2884915091599,120.04808031087765,196.6817646140108,241.96405834593307,314.1205402153754,335.1156567748328,411.19517754144283,428.2562816683559,348.3936345806309,340.4487949679054,255.58495913225283,211.24913282657042,Outdoor
17,CTY_LAV_OUTDOOR,3024.0758333333333,0.0,18.122499999999945,14.127499999999998,199.1325,285.37,400.6049999999999,505.0349999999999,569.7633333333333,398.1833333333334,351.22333333333324,216.34333333333336,66.1699999999999,Outdoor
18,CTY_LAX_OUTDOOR,218849.88243250572,9875.616886656284,7714.340795964789,10038.508327508285,14590.419146872538,19087.720766717444,21420.00166504667,27860.766682643043,28629.66421187548,24530.541669668797,24127.785821023237,17596.317523463294,13378.198935065884,Outdoor
19,CTY_LBH_OUTDOOR,21046.406194497224,1123.3838897593844,780.2947942083171,1144.6937714706307,1535.577887431208,1920.5561218889532,2042.144218395694,2549.9282568865365,2623.2951353495428,2194.3576591903116,2112.1624011612175,1704.839233594822,1315.172825160602,Outdoor
20,CTY_LKW_OUTDOOR,3652.824077854869,159.54203667165652,124.27284011793321,164.89106266199076,270.94717415597256,335.8949873421277,403.17240238165004,472.3102472163346,441.27056708831617,411.15297263904836,362.8816712247559,279.756924734061,226.73119162102174,Outdoor
21,CTY_LOM_OUTDOOR,671.7523277863311,34.95825360087169,21.22025383539084,36.216970856871306,49.419751352154,61.24111610261704,67.93876119924663,83.02009786818914,84.79287948252133,71.23892745027064,69.7792385315485,50.382299842036005,41.5437776646139,Outdoor
22,CTY_LYN_OUTDOOR,1715.5053023306357,87.16618181975672,109.21613545764497,68.9968608166954,131.96062283376625,132.79645140126746,162.8783195592384,175.1490789573628,211.37627715448528,182.77153698277093,202.7951038614732,101.17228052945504,149.2264529567192,Outdoor
23,CTY_MBC_OUTDOOR,1956.9337104573694,89.24878444293947,59.67770257129979,114.2542754761103,140.6741786566453,192.803489613458,203.92142695785637,245.4919867680658,237.3015536356541,208.78305754809932,203.05962234713678,152.5026114053012,109.215021034803,Outdoor
