From,To,Type,From_X,From_Y,To_X,To_Y,Capacity
GWB_MSG,GWB_CEN,String,0,0,0,0,150000
GWB_PUE,CWD_WVA,String,0,0,0,0,306
GWB_PUE,CWD_ROW,String,0,0,0,0,306
GWB_PUE,CTY_IND,String,0,0,0,0,306
GWB_PUE,GWB_MSG,String,0,0,0,0,590
GWB_RAY,CTY_PAS,String,0,0,0,0,12807
GWB_RAY,IRR_KIN,String,0,0,0,0,516
GWB_RAY,MWC_RUB,String,0,0,0,0,1221
GWB_RAY,MWC_LAV,String,0,0,0,0,567
GWB_RAY,CTY_ARC,String,0,0,0,0,5644
GWB_RAY,IOU_CAW,String,0,0,0,0,2299
GWB_RAY,PRV_RAY,String,0,0,0,0,463
GWB_RAY,CTY_SIE,String,0,0,0,0,1764
GWB_RAY,IRR_LAC,String,0,0,0,0,100
GWB_RAY,MWC_SSL,String,0,0,0,0,1305
GWB_SFE,CTY_BUR,String,0,0,0,0,12759
GWB_SFE,CTY_GDL,String,0,0,0,0,27086
GWB_SFE,CTY_LAX,String,0,0,0,0,300000
GWB_SMC,CTY_SMC,String,0,0,0,0,12400
GWB_SPA,CTY_PNM,String,0,0,0,0,250
GWB_SPA,CWD_WVA,String,0,0,0,0,600
GWB_SYL,CTY_SFE,String,0,0,0,0,4209
GWB_SYL,CTY_LAX,String,0,0,0,0,12305
GWB_VER,CTY_GDL,String,0,0,0,0,3856
GWB_VER,CWD_CRE,String,0,0,0,0,3294
GWB_WCS,IOU_GSM,String,0,0,0,0,7502
GWB_WCS,CTY_MBC,String,0,0,0,0,1131
GWB_WCS,CTY_ING,String,0,0,0,0,4450
GWB_WCS,CTY_TOR,String,0,0,0,0,2519
GWB_WCS,CTY_LOM,String,0,0,0,0,1352
GWB_WCS,IOU_CAW,String,0,0,0,0,16369
GWB_WCS,MWD_WCB,String,0,0,0,0,6600
GWB_WCS,PRV_WCS,String,0,0,0,0,5327
GWB_WCS,PRV_WOC,String,0,0,0,0,19697
GWB_SIX,IOU_GSM,String,0,0,0,0,6079
GWB_SIX,CTY_PNM,String,0,0,0,0,3639
GWB_SIX,CTY_LAV,String,0,0,0,0,1330
GWB_SIX,PRV_SIX,String,0,0,0,0,324
GWB_SIX,CTY_CLM,String,0,0,0,0,485
INF_SWP,INF_CAS,String,0,0,0,0,200000
INF_CAS,MWD_MET,String,0,0,0,0,200000
INF_SWP,MWD_SGV,String,0,0,0,0,68800
INF_SWP,MWD_MET,String,0,0,0,0,2046000
INF_SWP,INF_DVR,String,0,0,0,0,200000
INF_DVR,MWD_MET,String,0,0,0,0,200000
INF_COL,INF_DVR,String,0,0,0,0,200000
INF_COL,MWD_MET,String,0,0,0,0,1250000
INF_COL,INF_LMR,String,0,0,0,0,200000
INF_LMR,MWD_MET,String,0,0,0,0,200000
SUR_OWN,INF_LAR,String,0,0,0,0,561000
SUR_MON,CTY_LAX,String,0,0,0,0,0
SUR_OWN,CTY_LAX,String,0,0,0,0,561000
INF_LAR,CTY_LAX,String,0,0,0,0,561000
MWD_WRD,INF_CSB,String,0,0,0,0,22000
INF_CSB,GWB_WCS,String,0,0,0,0,50000
MWD_CBS,CTY_CER,String,0,0,0,0,1150
MWD_CBS,IOU_CWS,String,0,0,0,0,6952
MWD_CBS,CTY_DOW,String,0,0,0,0,0
MWD_CBS,CTY_HUP,String,0,0,0,0,1800
MWD_CBS,CWD_LAH,String,0,0,0,0,260
MWD_CBS,CWD_ORC,String,0,0,0,0,100
MWD_CBS,MWC_BLS,String,0,0,0,0,2350
MWD_CBS,CTY_LYN,String,0,0,0,0,975
MWD_CBS,CTY_NOR,String,0,0,0,0,100
MWD_CBS,CTY_SFS,String,0,0,0,0,4300
MWD_CBS,CTY_PAR,String,0,0,0,0,3500
MWD_CBS,CTY_SIG,String,0,0,0,0,100
MWD_CBS,CTY_VER,String,0,0,0,0,2100
MWD_CBS,IOU_PWC,String,0,0,0,0,12800
MWD_CBS,MWD_WRD,String,0,0,0,0,21000
MWD_CBS,IOU_SWS,String,0,0,0,0,1744
MWD_CBS,IOU_GSM,String,0,0,0,0,12100
MWD_FTH,CWD_CRE,String,0,0,0,0,2532
MWD_FTH,IRR_LAC,String,0,0,0,0,3163
MWD_FTH,MWC_MCR,String,0,0,0,0,808
MWD_FTH,MWC_VWC,String,0,0,0,0,2450
MWD_FTH,MWC_LFL,String,0,0,0,0,780
MWD_FTH,MWC_RUB,String,0,0,0,0,730
MWD_FTH,MWC_LAV,String,0,0,0,0,2208
MWD_MET,CTY_SMC,String,0,0,0,0,11515
MWD_MET,CTY_BHL,String,0,0,0,0,13380
MWD_MET,CTY_BUR,String,0,0,0,0,16336
MWD_MET,CTY_GDL,String,0,0,0,0,26221
MWD_MET,CTY_LAX,String,0,0,0,0,304970
INF_SWP,CTY_LAX,String,0,0,0,0,40000
MWD_MET,MWD_CBS,String,0,0,0,0,72361
MWD_MET,CTY_LBH,String,0,0,0,0,39471
MWD_MET,CTY_CPT,String,0,0,0,0,5058
MWD_MET,MWD_FTH,String,0,0,0,0,10997
MWD_MET,CTY_PAS,String,0,0,0,0,21180
MWD_MET,CTY_SMR,String,0,0,0,0,1199
MWD_MET,MWD_USG,String,0,0,0,0,142512
MWD_MET,MWD_THV,String,0,0,0,0,110474
MWD_MET,MWD_WCB,String,0,0,0,0,156874
MWD_MET,INF_CSB,String,0,0,0,0,15274
MWD_MET,CTY_TOR,String,0,0,0,0,20967
MWD_MET,MWD_LVI,String,0,0,0,0,21087
MWD_MET,IOU_SGV,String,0,0,0,0,6735
MWD_MET,CTY_SFE,String,0,0,0,0,630
MWD_MET,IOU_CAW,String,0,0,0,0,2362
MWD_MET,CTY_SFS,String,0,0,0,0,1000
IOU_SGV,CTY_IND,String,0,0,0,0,1503
MWD_THV,CTY_COV,String,0,0,0,0,685
MWD_THV,CTY_GDR,String,0,0,0,0,2275
MWD_THV,IOU_GSM,String,0,0,0,0,13166
MWD_THV,IOU_SWS,String,0,0,0,0,1131
MWD_THV,CTY_LAV,String,0,0,0,0,7029
MWD_THV,CWD_ROW,String,0,0,0,0,13990
MWD_THV,CWD_WVA,String,0,0,0,0,24288
MWD_THV,CTY_PNM,String,0,0,0,0,6799
MWD_USG,CTY_ALH,String,0,0,0,0,3000
MWD_USG,CWD_VAL,String,0,0,0,0,941
MWD_USG,IOU_SWS,String,0,0,0,0,7200
MWD_USG,IOU_CAW,String,0,0,0,0,1628
MWD_USG,IOU_GSM,String,0,0,0,0,3015
MWD_WCB,IOU_CWS,String,0,0,0,0,57833
MWD_WCB,MWD_WRD,String,0,0,0,0,15274
MWD_WCB,IOU_CAW,String,0,0,0,0,1649
MWD_WCB,CWD_LA2,String,0,0,0,0,13266
MWD_WCB,IOU_GSM,String,0,0,0,0,36070
MWD_WCB,CTY_ELS,String,0,0,0,0,9929
MWD_WCB,CTY_MBC,String,0,0,0,0,5670
SPG_BEN,GWB_MSG,String,0,0,0,0,1781
SPG_BDS,GWB_MSG,String,0,0,0,0,712
SPG_BRF,GWB_SFE,String,0,0,0,0,59
SPG_BVS,GWB_MSG,String,0,0,0,0,356
SPG_CIT,GWB_MSG,String,0,0,0,0,1662
SPG_DOM,GWB_WCS,String,0,0,0,0,59
SPG_EAB,GWB_RAY,String,0,0,0,0,1187
SPG_ESG,GWB_RAY,String,0,0,0,0,831
SPG_FOR,GWB_MSG,String,0,0,0,0,297
SPG_HSG,GWB_SFE,String,0,0,0,0,8904
SPG_IRW,GWB_MSG,String,0,0,0,0,3561
SPG_LIT,GWB_MSG,String,0,0,0,0,890
SPG_LOS,GWB_MSG,String,0,0,0,0,772
SPG_LOP,GWB_SFE,String,0,0,0,0,890
SPG_PCS,GWB_SFE,String,0,0,0,0,3858
SPG_PEC,GWB_MSG,String,0,0,0,0,1484
SPG_RSF,GWB_CEN,String,0,0,0,0,23743
SPG_SND,GWB_MSG,String,0,0,0,0,712
SPG_SGY,GWB_MSG,String,0,0,0,0,2968
SPG_SGY,GWB_CEN,String,0,0,0,0,2968
SPG_SGC,GWB_CEN,String,0,0,0,0,4452
SPG_ANI,GWB_RAY,String,0,0,0,0,297
SPG_SFG,GWB_MSG,String,0,0,0,0,23743
SPG_SAW,GWB_MSG,String,0,0,0,0,712
SPG_SMD,GWB_RAY,String,0,0,0,0,1781
SPG_WAL,GWB_MSG,String,0,0,0,0,297
WRP_SMR,CTY_SMC,String,0,0,0,0,560
CTY_BUR,WRP_BUR,String,0,0,0,0,14002
WRP_BUR,CTY_BUR,String,0,0,0,0,5160
CTY_GDL,WRP_GDL,String,0,0,0,0,22402
CTY_LAX,WRP_GDL,String,0,0,0,0,22402
WRP_GDL,CTY_GDL,String,0,0,0,0,1765
WRP_GDL,CTY_LAX,String,0,0,0,0,1930
WRP_GDL,CTY_PAS,String,0,0,0,0,10000
CTY_LAX,WRP_TIL,String,0,0,0,0,84000
WRP_TIL,CTY_LAX,String,0,0,0,0,33594
CTY_LAX,WRP_TER,String,0,0,0,0,18000
WRP_TER,MWD_WRD,String,0,0,0,0,3000
WRP_HYP,WRP_LIT,String,0,0,0,0,30400
WRP_LIT,MWD_WCR,String,0,0,0,0,41988
MWD_WCR,INF_CSB,String,0,0,0,0,13812
WRP_LCP,CTY_CER,String,0,0,0,0,1870
WRP_LCP,MWD_CBR,String,0,0,0,0,23000
WRP_SJC,MWD_CBR,String,0,0,0,0,320
MWD_CBR,CTY_BEL,String,0,0,0,0,17
MWD_CBR,IOU_PWC,String,0,0,0,0,362
MWD_CBR,CTY_HUP,String,0,0,0,0,51
WRP_LCP,CTY_LKW,String,0,0,0,0,400
MWD_CBR,MWC_BLS,String,0,0,0,0,123
WRP_LCP,CTY_BEL,String,0,0,0,0,47
MWD_CBR,CTY_NOR,String,0,0,0,0,102
MWD_CBR,CTY_PAR,String,0,0,0,0,354
MWD_CBR,CTY_SGT,String,0,0,0,0,113
MWD_CBR,CTY_WHT,String,0,0,0,0,69
MWD_CBR,CTY_PCR,String,0,0,0,0,87
MWD_CBR,CWD_PIC,String,0,0,0,0,25
WRP_SJC,IOU_SWS,String,0,0,0,0,1406
CTY_LBH,WRP_LBP,String,0,0,0,0,28003
WRP_LBP,CTY_LBH,String,0,0,0,0,6556
WRP_LBP,MWD_WRD,String,0,0,0,0,2089
WRP_WHP,MWD_WRD,String,0,0,0,0,6870
WRP_WHP,MWD_USR,String,0,0,0,0,1550
WRP_SJC,MWD_USR,String,0,0,0,0,1188
WRP_SJC,CTY_IND,String,0,0,0,0,950
WRP_SJC,WRP_JWP,String,0,0,0,0,2431
MWD_CBR,IOU_GSM,String,0,0,0,0,682
WRP_PON,CTY_PNM,String,0,0,0,0,1700
WRP_PON,CWD_WVA,String,0,0,0,0,2500
WRP_PON,WRP_JWP,String,0,0,0,0,423
WRP_SJC,CWD_ROW,String,0,0,0,0,106
WRP_TAP,MWD_LVR,String,0,0,0,0,4522
WRP_GDL,MWD_FTR,String,0,0,0,0,200
WRP_SJC,MWD_WRD,String,0,0,0,0,55600
MWD_CBR,CTY_DOW,String,0,0,0,0,710
MWD_CBR,CTY_SFS,String,0,0,0,0,780
MWD_CBR,CTY_VER,String,0,0,0,0,885
MWD_WCR,GWB_WCS,String,0,0,0,0,20480
MWD_WCR,CTY_MBC,String,0,0,0,0,301
MWD_WCR,CTY_ING,String,0,0,0,0,683
MWD_WCR,CTY_ELS,String,0,0,0,0,8615
MWD_WCR,CTY_TOR,String,0,0,0,0,6433
MWD_WCR,IOU_CAW,String,0,0,0,0,7352
MWD_WCR,PRV_WMI,String,0,0,0,0,15535
MWD_WCR,CTY_LAX,String,0,0,0,0,608
CTY_LAX,WRP_HYP,String,0,0,0,0,643359
WRP_BUR,SUR_LAU,String,0,0,0,0,5000001
CTY_BEL,WRP_JWP,String,0,0,0,0,692
CTY_ALH,WRP_LCP,String,0,0,0,0,13247
CTY_ALH,WRP_WHP,String,0,0,0,0,13247
CTY_ARC,WRP_SJC,String,0,0,0,0,17017
CTY_ARC,WRP_WHP,String,0,0,0,0,17017
CTY_AZU,WRP_SJC,String,0,0,0,0,24124
CTY_BHL,WRP_HYP,String,0,0,0,0,13351
CTY_BUR,WRP_HYP,String,0,0,0,0,22852
CTY_CER,WRP_LBP,String,0,0,0,0,16708
CTY_CLM,WRP_SJC,String,0,0,0,0,0
CTY_CPT,WRP_JWP,String,0,0,0,0,9487
CTY_COV,WRP_SJC,String,0,0,0,0,6729
CTY_DOW,WRP_LCP,String,0,0,0,0,17421
CTY_DOW,WRP_JWP,String,0,0,0,0,17421
CTY_ELM,WRP_LCP,String,0,0,0,0,2793
CTY_ELM,WRP_WHP,String,0,0,0,0,2793
CTY_ELS,WRP_HYP,String,0,0,0,0,17789
CTY_GDL,WRP_HYP,String,0,0,0,0,32340
CTY_GDR,WRP_SJC,String,0,0,0,0,13414
CTY_HUP,WRP_JWP,String,0,0,0,0,5435
CTY_IND,WRP_JWP,String,0,0,0,0,2632
CTY_ING,WRP_JWP,String,0,0,0,0,10069
CTY_IRW,WRP_JWP,String,0,0,0,0,0
CTY_LAV,WRP_PON,String,0,0,0,0,8761
CTY_LKW,WRP_JWP,String,0,0,0,0,9387
CTY_LKW,WRP_LBP,String,0,0,0,0,9387
CTY_LOM,WRP_JWP,String,0,0,0,0,2655
CTY_LBH,WRP_JWP,String,0,0,0,0,67680
CTY_LYN,WRP_JWP,String,0,0,0,0,6103
CTY_MBC,WRP_JWP,String,0,0,0,0,7102
CTY_MON,WRP_SJC,String,0,0,0,0,8331
CTY_MON,WRP_WHP,String,0,0,0,0,8331
CTY_MTP,WRP_JWP,String,0,0,0,0,9342
CTY_NOR,WRP_LCP,String,0,0,0,0,2443
CTY_NOR,WRP_JWP,String,0,0,0,0,2443
CTY_PAR,WRP_JWP,String,0,0,0,0,7288
CTY_PAS,WRP_SJC,String,0,0,0,0,37152
CTY_PAS,WRP_WHP,String,0,0,0,0,37152
CTY_PCR,WRP_LCP,String,0,0,0,0,5771
CTY_PCR,WRP_JWP,String,0,0,0,0,5771
CTY_PNM,WRP_PON,String,0,0,0,0,25003
CTY_SFE,WRP_HYP,String,0,0,0,0,3667
CTY_SMR,WRP_SJC,String,0,0,0,0,0
CTY_SFS,WRP_LCP,String,0,0,0,0,6649
CTY_SMC,WRP_SMR,String,0,0,0,0,9207
CTY_SMC,WRP_HYP,String,0,0,0,0,14730
CTY_SIE,WRP_SJC,String,0,0,0,0,3162
CTY_SIE,WRP_WHP,String,0,0,0,0,3162
CTY_SIG,WRP_JWP,String,0,0,0,0,2130
CTY_SGT,WRP_JWP,String,0,0,0,0,10267
CTY_SPA,WRP_LCP,String,0,0,0,0,5022
CTY_SPA,WRP_WHP,String,0,0,0,0,5022
CTY_TOR,WRP_JWP,String,0,0,0,0,27590
CTY_VER,WRP_JWP,String,0,0,0,0,10379
CTY_WHT,WRP_LCP,String,0,0,0,0,8663
CWD_CRE,WRP_HYP,String,0,0,0,0,4698
CWD_LAH,SUR_PAC,String,0,0,0,0,2712
CWD_LAP,WRP_SJC,String,0,0,0,0,2767
CWD_ORC,WRP_LCP,String,0,0,0,0,2391
CWD_PIC,WRP_LCP,String,0,0,0,0,3492
CWD_PIC,WRP_JWP,String,0,0,0,0,3492
CWD_ROW,WRP_SJC,String,0,0,0,0,12719
CWD_SGB,WRP_LCP,String,0,0,0,0,7457
CWD_SGB,WRP_WHP,String,0,0,0,0,7457
CWD_SAV,WRP_JWP,String,0,0,0,0,828
CWD_VAL,WRP_SJC,String,0,0,0,0,9326
CWD_WVA,WRP_SJC,String,0,0,0,0,23610
CWD_LA1,WRP_HYP,String,0,0,0,0,60
CWD_LA2,WRP_HYP,String,0,0,0,0,9044
CWD_LA3,WRP_HYP,String,0,0,0,0,0
CUS_CPL,WRP_SJC,String,0,0,0,0,0
CUS_FIR,SUR_PAC,String,0,0,0,0,0
CUS_SAN,WRP_SJC,String,0,0,0,0,0
IOU_CWS,WRP_JWP,String,0,0,0,0,88663
IOU_CAW,WRP_JWP,String,0,0,0,0,21881
IOU_EPS,WRP_SJC,String,0,0,0,0,0
IOU_EPS,WRP_WHP,String,0,0,0,0,0
IOU_GSM,WRP_JWP,String,0,0,0,0,94756
IOU_GSR,WRP_SJC,String,0,0,0,0,0
IOU_PWC,WRP_JWP,String,0,0,0,0,13035
IOU_SGV,WRP_LCP,String,0,0,0,0,40577
IOU_SGV,WRP_JWP,String,0,0,0,0,40577
IOU_SWS,WRP_SJC,String,0,0,0,0,52650
IRR_KIN,WRP_SJC,String,0,0,0,0,713
IRR_KIN,WRP_WHP,String,0,0,0,0,713
IRR_LAC,WRP_LCP,String,0,0,0,0,2311
IRR_LAC,WRP_WHP,String,0,0,0,0,2311
IRR_SMT,WRP_JWP,String,0,0,0,0,2100
MWD_LVI,WRP_TAP,String,0,0,0,0,1519
WRP_TAP,WRP_HYP,String,0,0,0,0,1600
MWD_LVI,WRP_HYP,String,0,0,0,0,30000
MWC_AMA,WRP_LCP,String,0,0,0,0,400
MWC_AMA,WRP_WHP,String,0,0,0,0,400
MWS_BHG,WRP_JWP,String,0,0,0,0,400
MWC_BLS,WRP_JWP,String,0,0,0,0,5375
MWC_CDM,WRP_LCP,String,0,0,0,0,8200
MWC_DEL,WRP_LCP,String,0,0,0,0,0
MWC_HEM,WRP_LCP,String,0,0,0,0,0
MWC_LFL,WRP_SJC,String,0,0,0,0,520
MWC_LFL,WRP_WHP,String,0,0,0,0,520
MWC_LAV,WRP_SJC,String,0,0,0,0,2357
MWC_LAV,WRP_WHP,String,0,0,0,0,2357
MWC_LYN,WRP_JWP,String,0,0,0,0,0
MWC_MA1,WRP_JWP,String,0,0,0,0,700
MWC_MA2,WRP_JWP,String,0,0,0,0,0
MWC_MA3,WRP_JWP,String,0,0,0,0,0
MWC_MCR,WRP_LAC,String,0,0,0,0,640
MWC_MON,WRP_JWP,String,0,0,0,0,3520
MWC_RUB,WRP_SJC,String,0,0,0,0,2055
MWC_RUB,WRP_WHP,String,0,0,0,0,2055
MWC_RUR,WRP_LCP,String,0,0,0,0,0
MWC_STG,WRP_LCP,String,0,0,0,0,0
MWC_SSL,WRP_SJC,String,0,0,0,0,2594
MWC_SSL,WRP_WHP,String,0,0,0,0,2594
MWC_180,WRP_JWP,String,0,0,0,0,0
MWC_349,WRP_JWP,String,0,0,0,0,0
MWC_VHT,WRP_SJC,String,0,0,0,0,900
MWC_VVW,WRP_SJC,String,0,0,0,0,600
MWC_VWC,WRP_LCP,String,0,0,0,0,2427
MWC_VWC,WRP_WHP,String,0,0,0,0,2427
MWC_WPK,WRP_JWP,String,0,0,0,0,0
PRK_FBP,WRP_SJC,String,0,0,0,0,0
MWC_COV,WRP_SJC,String,0,0,0,0,14807
PRV_WOC,WRP_JWP,String,0,0,0,0,8113
PRV_WCS,WRP_JWP,String,0,0,0,0,5482
PRV_CEN,WRP_JWP,String,0,0,0,0,1406
PRV_COC,WRP_JWP,String,0,0,0,0,66
PRV_SIX,WRP_PON,String,0,0,0,0,0
PRV_RAY,WRP_SJC,String,0,0,0,0,558
PRV_MSG,WRP_JWP,String,0,0,0,0,13355
PRV_MOC,WRP_JWP,String,0,0,0,0,168
PRV_WMI,WRP_HYP,String,0,0,0,0,15000
WRP_JWP,SUR_PAC,String,0,0,0,0,644595
WRP_BUR,WRP_HYP,String,0,0,0,0,9948
WRP_GDL,WRP_HYP,String,0,0,0,0,33144
WRP_TIL,WRP_HYP,String,0,0,0,0,88392
WRP_HYP,SUR_PAC,String,0,0,0,0,503000
WRP_LBP,WRP_JWP,String,0,0,0,0,27624
WRP_LCP,WRP_JWP,String,0,0,0,0,41436
WRP_SJP,WRP_JWP,String,0,0,0,0,110484
WRP_PON,WRP_SJP,String,0,0,0,0,16572
WRP_WHP,WRP_JWP,String,0,0,0,0,16572
SUR_ASE,CTY_PAS,String,0,0,0,0,2380
SUR_LAC,IRR_LAC,String,0,0,0,0,67
SUR_MIL,MWC_LAV,String,0,0,0,0,101
SUR_RCN,MWC_RUB,String,0,0,0,0,167
SUR_SAU,CTY_SIE,String,0,0,0,0,228
SUR_SAE,CTY_PNM,String,0,0,0,0,3237
SUR_SDM,IOU_GSM,String,0,0,0,0,190
SUR_SGU,CTY_AZU,String,0,0,0,0,5059
SUR_SGU,MWC_COV,String,0,0,0,0,6983
SUR_SGU,IOU_CAW,String,0,0,0,0,1672
WRP_LBH,SUR_COY,String,0,0,0,0,27624
SUR_COY,SUR_SGO,String,0,0,0,0,5000001
SUR_SGO,SUR_PAC,String,0,0,0,0,300001
CAL_42B,SUR_SGO,String,0,0,0,0,5000001
WRP_SJP,SUR_SGL,String,0,0,0,0,110484
WRP_SJC,SUR_SJC,String,0,0,0,0,110484
SUR_SJC,INF_WHS,String,0,0,0,0,5000001
SUR_SGC,SPG_SGC,String,0,0,0,0,252000
SUR_SGU,SUR_SGM,String,0,0,0,0,5000001
SUR_SGM,INF_SFN,String,0,0,0,0,5000001
INF_SFN,SUR_SGP,String,0,0,0,0,5000001
CAL_304,SUR_SGP,String,0,0,0,0,5000001
SUR_WLU,SUR_WLL,String,0,0,0,0,5000001
SUR_WLL,CAL_304,String,0,0,0,0,5000001
SUR_WLU,SPG_WAL,String,0,0,0,0,8926
WRP_PON,SUR_SJC,String,0,0,0,0,16572
MWD_CBS,SUR_THM,String,0,0,0,0,150000
SUR_THM,SUR_SJC,String,0,0,0,0,5000001
SUR_SGP,INF_WHS,String,0,0,0,0,5000001
INF_WHS,INF_WHR,String,0,0,0,0,5000001
INF_WHS,SUR_SGC,String,0,0,0,0,1200000
SUR_SGC,SUR_SGL,String,0,0,0,0,1200000
WRP_WHP,INF_WHR,String,0,0,0,0,16572
SUR_BDL,CAL_274,String,0,0,0,0,5000001
CAL_274,SUR_WHIT,String,0,0,0,0,5000001
SUR_SDL,SUR_BDL,String,0,0,0,0,5000001
SUR_SND,INF_SND,String,0,0,0,0,5000001
INF_SND,SUR_SDU,String,0,0,0,0,5000001
SUR_SDU,SPG_SND,String,0,0,0,0,17856
SUR_SDU,SUR_SDM,String,0,0,0,0,5000001
MWD_CBS,SUR_SDM,String,0,0,0,0,150000
MWD_SGV,SUR_SDM,String,0,0,0,0,5000001
SUR_SDM,SPG_FOR,String,0,0,0,0,71400
SUR_SDM,SUR_SDL,String,0,0,0,0,5000001
SUR_SDL,SPG_BEN,String,0,0,0,0,23802
SUR_BDU,SUR_BDS,String,0,0,0,0,5000001
SUR_BDS,SUR_BDM,String,0,0,0,0,5000001
SUR_BDM,SUR_BDL,String,0,0,0,0,5000001
SUR_BDU,SPG_BDS,String,0,0,0,0,2678
MWD_SGV,SUR_BDM,String,0,0,0,0,5000001
SUR_BDM,SPG_CIT,String,0,0,0,0,174948
SUR_BDL,SPG_IRW,String,0,0,0,0,285624
MWD_THV,SPG_LIT,String,0,0,0,0,14280
SUR_LIT,SPG_LIT,String,0,0,0,0,14280
SUR_LIT,SUR_BDM,String,0,0,0,0,5000001
SPG_LIT,SUR_BDL,String,0,0,0,0,5000001
MWD_SGV,SPG_LOS,String,0,0,0,0,10716
SUR_LOS,INF_LOD,String,0,0,0,0,5000001
INF_LOD,SPG_LOS,String,0,0,0,0,10716
SUR_SDU,SUR_PUD,String,0,0,0,0,5000001
SUR_PUD,INF_PUD,String,0,0,0,0,5000001
INF_LOD,INF_PUD,String,0,0,0,0,100001
INF_PUD,SUR_WLU,String,0,0,0,0,100001
SUR_SGM,INF_SFD,String,0,0,0,0,5000001
SUR_BRD,SUR_SGU,String,0,0,0,0,5000001
SUR_SGU,SPG_SFG,String,0,0,0,0,428424
MWD_SGV,SUR_SGU,String,0,0,0,0,5000001
SUR_FSH,SUR_SGU,String,0,0,0,0,5000001
SUR_SGU,SPG_SGC,String,0,0,0,0,107112
MWD_SGV,SPG_SGY,String,0,0,0,0,107112
MWD_USG,SUR_SGU,String,0,0,0,0,5000001
