From,To,Type,From_X,From_Y,To_X,To_Y,Capacity
SUR_BVS,SPG_BVS,String,0,0,0,0,10532
SUR_SGM,SPG_BVS,String,0,0,0,0,10532
PRV_SGR,SUR_COV,String,0,0,0,0,5000001
SUR_COV,SPG_BEN,String,0,0,0,0,23802
SUR_COV,SUR_BDM,String,0,0,0,0,5000001
SUR_SGD,INF_SGD,String,0,0,0,0,5000001
INF_SGD,SUR_MOR,String,0,0,0,0,80000
SUR_MOR,INF_MOR,String,0,0,0,0,5000001
INF_SGD,PRV_SGR,String,0,0,0,0,80000
INF_MOR,SUR_SGU,String,0,0,0,0,80000
SUR_RHL,CAL_45C,String,0,0,0,0,5000001
INF_WHR,SUR_RHL,String,0,0,0,0,5000001
INF_WHR,SPG_RSF,String,0,0,0,0,116033
SUR_MTB,SUR_RHL,String,0,0,0,0,5000001
CAL_064,INF_WHR,String,0,0,0,0,5000001
SUR_EAT,SUR_EAB,String,0,0,0,0,5000001
SUR_EAB,CAL_318,String,0,0,0,0,5000001
SUR_EAT,SPG_ESG,String,0,0,0,0,142812
SUR_EAB,SPG_EAB,String,0,0,0,0,285624
CAL_318,SUR_RHU,String,0,0,0,0,5000001
SPG_PEC,CAL_192,String,0,0,0,0,5000001
CAL_192,SUR_RHU,String,0,0,0,0,5000001
SUR_RHU,CAL_064,String,0,0,0,0,5000001
SUR_SAL,SPG_PEC,String,0,0,0,0,21492888
SUR_SAC,INF_SAD,String,0,0,0,0,21492888
INF_SAD,SUR_SAU,String,0,0,0,0,5000001
SUR_SAU,SPG_ANI,String,0,0,0,0,1190
SUR_SAU,SPG_SMD,String,0,0,0,0,24000
SUR_SAU,SUR_SAL,String,0,0,0,0,5000001
SUR_SMD,SPG_SMD,String,0,0,0,0,24000
SUR_SMD,SUR_SAU,String,0,0,0,0,5000001
CAL_319,SUR_PAC,String,0,0,0,0,450001
SUR_LAL,CAL_319,String,0,0,0,0,450001
SUR_CMP,SUR_LAL,String,0,0,0,0,10000001
CAL_45C,SUR_LAL,String,0,0,0,0,5000001
SUR_LAU,CAL_57C,String,0,0,0,0,10000001
SUR_ASE,SUR_LAL,String,0,0,0,0,10000001
WRP_GDL,SUR_LAU,String,0,0,0,0,10000001
CAL_57C,SUR_LAL,String,0,0,0,0,10000001
SUR_VER,SUR_LAU,String,0,0,0,0,10000001
BUR_WRP,SUR_LAU,String,0,0,0,0,9948
SUR_PCD,INF_PCD,String,0,0,0,0,5000001
INF_PCD,SUR_PCU,String,0,0,0,0,5000001
WRP_TIL,INF_SPV,String,0,0,0,0,88392
SUR_SPV,INF_SPV,String,0,0,0,0,5000001
SUR_SPV,SUR_LAU,String,0,0,0,0,5000001
INF_SPV,SUR_LAU,String,0,0,0,0,6426446
SUR_PCU,SUR_PCL,String,0,0,0,0,5000001
SUR_PCD,SUR_LAU,String,0,0,0,0,10000001
SPG_PCS,SUR_PCD,String,0,0,0,0,1011570
SUR_TUJ,SUR_LAU,String,0,0,0,0,10000001
SUR_PCU,SPG_LPB,String,0,0,0,0,60000012
SPG_LPB,SUR_PCL,String,0,0,0,0,5000001
SPG_LPB,SPG_LOP,String,0,0,0,0,17856
CTY_LAX,SUR_TUJ,String,0,0,0,0,5000001
SUR_PCL,SPG_PCS,String,0,0,0,0,35702
SUR_PCL,SUR_TUJ,String,0,0,0,0,5000001
SUR_BRF,SPG_BRF,String,0,0,0,0,8152
SPG_BRF,SUR_PCL,String,0,0,0,0,91636
SUR_BTD,INF_BTD,String,0,0,0,0,5000001
INF_BTD,SUR_HAN,String,0,0,0,0,5000001
SUR_HAN,INF_HAN,String,0,0,0,0,5000001
INF_HAN,SUR_TUU,String,0,0,0,0,4760000
SUR_TUU,SPG_HSG,String,0,0,0,0,428424
SUR_TUU,SPG_TUJ,String,0,0,0,0,480000
SUR_TUU,SUR_TUJ,String,0,0,0,0,1300000
CAL_F38,SUR_PAC,String,0,0,0,0,0
SUR_LAL,SPG_DOM,String,0,0,0,0,3576
SUR_SAW,SPG_SAW,String,0,0,0,0,21420
SUR_SAW,SPG_PEC,String,0,0,0,0,3570252
INF_SFD,INF_BNV,String,0,0,0,0,10532
SUR_BAL,SUR_BAC,String,0,0,0,0,5000001
SUR_BAC,SUR_PAC,String,0,0,0,0,5000001
SUR_DOM,SUR_PAC,String,0,0,0,0,5000001
SUR_MAC,SUR_MAL,String,0,0,0,0,5000001
SUR_MAL,SUR_PAC,String,0,0,0,0,5000001
SUR_OWN,SUR_OWL,String,0,0,0,0,5000001
CTY_GDR,IOU_SWS,String,0,0,0,0,969
CTY_CER,IOU_GSM,String,0,0,0,0,2024
CTY_SFS,CTY_NOR,String,0,0,0,0,185
IOU_SGV,IOU_SWS,String,0,0,0,0,15
MWC_COV,IOU_SWS,String,0,0,0,0,6700
MWC_COV,CWD_VAL,String,0,0,0,0,200
MWC_COV,CTY_COV,String,0,0,0,0,5502
MWC_COV,IOU_GSM,String,0,0,0,0,65
MWC_COV,MWD_VHT,String,0,0,0,0,840
MWC_CDM,IOU_SWS,String,0,0,0,0,5000
CWD_WVA,IOU_SWS,String,0,0,0,0,969
WRP_LCP,SUR_PAC,String,0,0,0,0,999999
GWB_MSG,MWC_VHT,String,0,0,0,0,6578
SUR_SGU,MWC_VHT,String,0,0,0,0,6983
WRP_LBP,SUR_PAC,String,0,0,0,0,999999
SUR_SGL,SUR_PAC,String,0,0,0,0,500001
SPG_DOM,SUR_LAL,String,0,0,0,0,500001
GWB_MSG,MWC_AMA,String,0,0,0,0,400
MWC_MCR_INDOOR,WRP_LAC,String,0,0,0,0,1000
WRP_HYP,WRP_LIT,String,0,0,0,0,41988
PRV_WOC,SUR_OIL,String,0,0,0,0,10000
PRV_COC,SUR_OIL,String,0,0,0,0,10000
WRP_LAC,SUR_ASE,String,0,0,0,0,999999
MWD_LVR,MWD_LVI,String,0,0,0,0,4522
MWD_WCB,CTY_LOM,String,0,0,0,0,2700
MWD_USG,CTY_SIE,String,0,0,0,0,2000
GWB_MSG,CTY_SIE,String,0,0,0,0,1600
GWB_MSG,MWC_SSL,String,0,0,0,0,2700
GWB_RAY,MWC_VWC,String,0,0,0,0,800
MWD_USG,CTY_MON,String,0,0,0,0,5000
MWD_USG,CTY_SPA,String,0,0,0,0,2000
GWB_MSG,CWD_ROW,String,0,0,0,0,1800
GWB_RAY,CWD_SGB,String,0,0,0,0,800
GWB_MSG,CWD_WVA,String,0,0,0,0,2000
