,test,predict
0,12.625299531769764,87.88103640534436
1,12.681744092342743,46.6423178535151
2,12.684264304242298,73.82788811954103
3,12.684530036542387,75.21803410114667
4,12.70034352384325,51.05157600058366
5,12.732810831388344,92.6628344624639
6,12.77761337445578,77.49971394566602
7,12.80509738584945,56.786943814194515
8,12.81368461931031,105.12588138067954
9,12.815540890777028,81.96525774152929
10,12.830952978780326,93.74641766901796
11,12.848095943826426,86.41514185149305
12,12.932271858088583,72.9439447103187
13,24.38499807727301,110.18506704588788
14,24.387270331007205,63.02414044503016
15,24.450668156640425,69.49985779126155
16,24.513942017092266,112.77069295373715
17,24.83364634134629,63.39853650589506
18,47.00844673445426,71.56258662908728
19,47.49679999294517,119.41272831512104
20,47.601458241549,89.69782225260545
21,47.89848125154638,95.97315863489379
22,47.93460378642866,90.90288674502978
23,51.95203170858807,72.55839796862519
24,54.610605841851736,68.44244798310476
25,67.6275518091615,144.93976270136054
26,67.62964442119619,142.72943991493207
27,67.6635917961866,89.21542143206088
28,67.96092714208963,66.53302997485127
29,72.16892039935513,125.09459649999454
30,72.55967994466194,71.39603437971184
31,73.9212168161355,67.74954780337393
32,80.6728505091481,96.01994784881717
33,92.1689505602682,135.01570674452225
34,92.16895058751932,134.42760528546296
35,92.1692294489365,139.93680273710092
36,99.16086328871587,77.50362324477999
37,99.31961902209557,111.03708598535604
38,109.38425276156404,84.95234449752371
39,109.656629434394,108.14036697921416
40,113.46407001442776,120.73481821092902
41,115.13783438287294,65.60172619516096
42,115.18573628650992,102.38958884304837
43,129.43516944066968,124.7044244951018
44,129.61027924804986,45.094690648684896
45,129.6709163630289,78.63003408764345
46,129.79292698033416,147.3191789652135
47,129.848961041771,152.2839868277969
48,129.84897833636632,144.9130612223137
49,129.85597998948538,108.2042100584228
50,129.85604657432478,115.78546756041266
51,129.85608172790387,112.01935486850664
52,129.8578836760383,170.29930507332693
53,129.85817278097153,145.98993140809904
54,129.8581786124561,190.34278877903364
55,129.85820725295432,180.10749903919003
56,129.8582154953894,159.56556415591137
57,129.96881800934554,160.39522656707453
58,129.96881907030442,152.43385827943706
59,129.97610031452456,123.50692497897737
60,130.0093641748607,71.54770030436217
61,130.1079556990415,122.90108477429479
62,130.17503362711358,162.62786411918626
63,130.21424129709612,192.54345227809196
64,130.26383344603073,131.73805649216666
65,130.28869838941577,162.53127444900235
66,130.30974702287344,1485.2148104143698
67,130.3219988172591,59.58056882877133
68,130.32300404939562,155.91677657621503
69,130.41322011174734,66.42894161352302
70,130.43180617416834,110.93482997637899
71,130.4318446071747,95.7885806871061
72,130.43184671005872,96.08049138107108
73,130.43263244653122,88.64792394249044
74,130.48169784813422,134.82888545931192
75,130.48170244090372,114.46762255737106
76,130.51090396292165,66.50117758671337
77,130.5109182822825,113.53158066992451
78,130.51094717804784,139.2978656202489
79,130.51126380234302,115.73317576183987
80,130.51178974279662,137.00495897534748
81,130.61003512292703,124.6492831397703
82,130.61414778781057,124.12170313451324
83,130.66162213695011,151.33037805490508
84,130.6616244338462,146.09689807675605
85,130.8067589795537,103.8777451870408
86,130.81921296733438,121.77780877572205
87,130.85009519290367,113.13255164913622
88,130.85854788119835,106.81271522826495
89,130.85857053089282,97.23374525014285
90,130.8690822445449,74.94278172900482
91,130.90314897768957,109.02756340634429
92,130.9063894709046,104.7402187313302
93,130.9067834219263,109.00094080450407
94,130.93341443328475,112.42617749240416
95,130.93341515423413,114.52806766375606
96,130.93341873449288,95.93904007913703
97,130.96060936551078,96.23875343615322
98,130.9855364813494,149.6406865746547
99,130.99162182270953,147.2429615871448
100,131.01759980432277,119.52924451520173
101,131.0635669498747,129.64304143363324
102,131.07833955274344,70.37251841571408
103,131.10186013282393,113.81161355249978
104,131.12986462847658,153.14674652430958
105,131.13185821343643,125.25675605410413
106,131.13188323545776,148.59621257634484
107,131.13299831446582,160.40028388794667
108,131.18948613030273,67.38757503661935
109,131.19893913457233,40.91577425729717
110,131.19972983409912,63.89989608850717
