,test,predict
0,0.6649351904181919,0.6439898704026024
1,0.6660374552043196,63.01390977509688
2,0.666963782454263,3.0519162662374217
3,0.6678129464682288,2.79836558000836
4,0.6679254816561432,1.6860781655946897
5,0.6691998875545042,1.518333874798578
6,0.6703794065783871,1.2039352930365688
7,0.6706272490997259,0.772499846181536
8,0.6707451973467263,1.5403334141716298
9,0.6708728494824838,2.1580828498908455
10,0.6710105338699117,2.0112907744553126
11,0.6713490185319524,1.7428683342857099
12,0.671542361581859,2.0406973650339175
13,0.6715480965334779,1.5863212908742934
14,0.6716484384157371,1.5551042152837706
15,0.6716862667413166,1.4013139158888261
16,0.6717774714839666,1.7071312821697968
17,0.6722324092954601,1.4273406597414344
18,0.6723022873105136,1.3494402826988348
19,0.6724188064797,2.10694908178505
20,0.6729202107716067,1.1014428898137492
21,0.6729652100026918,0.16533827227175002
22,0.6730307358009273,0.5435305682406295
23,0.6731555792957931,0.17416572067265068
24,0.6737000608534517,1.5350381405605131
25,0.6737000608534517,1.5908029991789787
26,0.6741323479886921,1.8044987757002882
27,0.6741594848260988,2.466177630042115
28,0.6741667920608417,0.703692740238097
29,0.6744135500879673,2.374330941393075
30,0.674512106584897,1.7926755791422182
31,0.6746809876420841,0.9554784685209214
32,0.6747110404388286,2.974190913472616
33,0.6747981683275008,0.37333707887505885
34,0.6748124987381425,0.7450314732271965
35,0.6748149919122426,1.8614378636951705
36,0.6751701588197067,2.5917513437639417
37,0.6752069445036953,1.2020376149974163
38,0.6752620093822858,2.8525925574923625
39,0.675584925152895,1.970116075873821
40,0.6756195495806511,0.5125858967303953
41,0.6758002282907445,1.981869943038571
42,0.6758814009727803,0.9032088165903394
43,0.6760642943660418,3.124721759763592
44,0.676648897555785,0.7298783361943029
45,0.6768311093859081,138.44019442331398
46,0.6768766772148823,0.526542332892662
47,0.6769191957575551,2.4170413007579237
48,0.6770889508757291,1.2111000045583111
49,0.6771179402986328,1.4715569341532337
50,0.6772900164136346,1.2498897442208525
51,0.6776865918874119,1.2134913918040664
