X,Y,id,Type,Artes_ID,Notes,Code
-13189450.9559157,4031957.64179643,"35",City_Retailer,CTY_SMC,,CTY
-13153255.014143,4043746.27057796,"36",City_Retailer,CTY_SPA,,CTY
-13172874.9447114,4006692.7529402,"37",City_Retailer,CTY_TOR,,CTY
-13159370.4836022,4029444.81206248,"37",City_Retailer,CTY_VER,,CTY
-13139886.9044,4026478.30531365,"38",City_Retailer,CTY_WHT,,CTY
-13162010.9131725,4060168.12522696,"38",County_Water_Dist,CWD_CRE,,CWD
-13130308.4521944,4023490.79002872,"38",County_Water_Dist,CWD_LAH,,CWD
-13129706.2300124,4031633.36975165,"39",County_Water_Dist,CWD_LAP,,CWD
-13138891.5427968,4019936.35082869,"40",County_Water_Dist,CWD_ORC,,CWD
-13144964.1928985,4028417.60362732,"41",County_Water_Dist,CWD_PIC,,CWD
-13125922.3420095,4026468.00147478,"42",County_Water_Dist,CWD_ROW,,CWD
-13161451.2954961,4016812.67769104,"42",County_Water_Dist,CWD_SAV,,CWD
-13146185.4765131,4040980.55444849,"44",County_Water_Dist,CWD_SGB,,CWD
-13131121.3451626,4041642.08824272,"45",County_Water_Dist,CWD_VAL,,CWD
-13117401.5350804,4029261.86392256,"46",County_Water_Dist,CWD_WVA,,CWD
-13177495.7252541,4067622.07214194,"46",County_Waterworks,CWD_LA1,,CWD
-13204402.2825071,4037268.5490916,"47",County_Waterworks,CWD_LA2,,CWD
-13185602.890869,4025979.20759164,"48",County_Waterworks,CWD_LA3,,CWD
-13176004.7232692,4027400.16574947,"49",Investor_Owned_Utl,IOU_CAW,,IOU
-13143175.2310316,4045474.50894206,"50",Investor_Owned_Utl,IOU_EPS,,IOU
-13165552.940936,4014566.31664787,"51",Investor_Owned_Utl,IOU_GSM,,IOU
-13128244.6985184,4039889.06089753,"52",Investor_Owned_Utl,IOU_GSR,,IOU
-13154799.0112805,4015744.82454894,"52",Investor_Owned_Utl,IOU_PWC,,IOU
-13140016.0262876,4034016.5527643,"53",Investor_Owned_Utl,IOU_SGV,,IOU
-13131111.7924306,4026336.46181792,"54",Investor_Owned_Utl,IOU_SWS,,IOU
-13144916.3164005,4053001.2122837,"55",Irrigation_District,IRR_KIN,,IRR
-13159294.2489286,4058006.22938845,"56",Irrigation_District,IRR_LAC,,IRR
-13148868.7474085,4028248.1139653,"57",Irrigation_District,IRR_SMT,,IRR
-13220854.7630844,4043603.49663407,"58",Municipal_Water_Dist,MWD_LVI,,MWD
-13143026.5702097,4040522.20782125,"58",Mutual_Water_Comp,MWC_ADR,,MWC
-13144640.0772031,4037602.75637803,"58",Mutual_Water_Comp,MWC_AMA,,MWC
-13149636.4979348,4012995.69098745,"60",Mutual_Water_Comp,MWC_BLS,,MWC
-13138256.3029729,4035210.96657662,"61",Mutual_Water_Comp,MWC_DEL,,MWC
-13136391.9174341,4041593.60693754,"68",Mutual_Water_Comp,MWC_HEM,,MWC
-13152643.0568414,4055728.12105902,"69",Mutual_Water_Comp,MWC_LAV,,MWC
-13149896.2327789,4054387.78713021,"70",Mutual_Water_Comp,MWC_LFL,,MWC
-13160735.537868,4017358.61535392,"71",Mutual_Water_Comp,MWC_LYN,,MWC
-13157224.8512548,4026820.3995253,"72",Mutual_Water_Comp,MWC_MA1,,MWC
-13156239.6759801,4057500.73667922,"73",Mutual_Water_Comp,MWC_MCR,,MWC
-13147843.7768899,4030656.66318008,"73",Mutual_Water_Comp,MWC_MON,,MWC
-13149910.81563,4054235.9033855,"74",Mutual_Water_Comp,MWC_RUB,,MWC
-13136375.5075198,4041216.44350793,"74",Mutual_Water_Comp,MWC_RUR,,MWC
-13144157.7364262,4043997.8522874,"75",Mutual_Water_Comp,MWC_SSL,,MWC
-13137188.2258371,4039437.04633712,"75",Mutual_Water_Comp,MWC_STG,,MWC
-13121646.9552427,4035882.17138072,"76",Mutual_Water_Comp,MWC_VHT,,MWC
-13133238.2397104,4040681.99529396,"76",Mutual_Water_Comp,MWC_VVW,,MWC
-13157482.174414,4055135.33903246,"77",Mutual_Water_Comp,MWC_VWC,,MWC
-13160261.2333709,4024697.37422828,"77",Mutual_Water_Comp,MWC_WPK,,MWC
-13152088.9672042,4011622.27404221,"78",Mutual_Water_Comp,MWS_BHG,,MWS
-13148049.0495543,4045697.34234108,"79",City_Retailer,CTY_SMR,,CTY
-13148081.9618586,4021679.66719607,"80",Municipal_Water_Dist,MWD_CBS,,MWD
-13155291.9807695,4055399.25940173,"80",Municipal_Water_Dist,MWD_FTH,,MWD
-13114203.4457031,4037420.42651645,"81",Municipal_Water_Dist,MWD_THV,,MWD
-13134535.6567467,4039454.4628298,"82",Municipal_Water_Dist,MWD_USG,,MWD
-13176086.0708879,4022990.4279964,"83",Municipal_Water_Dist,MWD_WCB,,MWD
-13149261.9944739,4021499.56744817,"84",MWD_Recycling,MWD_CBR,,MWD
-13169332.1920183,4037292.83880975,"85",Special_District,MWD_MET,,MWD
-13166838.4839081,4014315.09979439,"86",Special_District,MWD_WRD,,MWD
-13135680.7848967,4047915.08444645,"86",Municipal_Water_Dist,MWD_SGV,,MWD
-13221792.9891607,4043454.50349971,"87",MWD_Recycling,MWD_LVR,,MWD
-13156166.2700025,4023740.81290189,"90",Groundwater_Basin,GWB_CEN,,GWB
-13106763.7109564,4036045.32527038,"91",Groundwater_Basin,GWB_CHI,,GWB
-13174648.3070411,4040984.22872624,"92",Groundwater_Basin,GWB_HOL,,GWB
-13137697.8988157,4040662.84943367,"93",Groundwater_Basin,GWB_MSG,,GWB
-13123087.6842735,4028955.31689791,"94",Groundwater_Basin,GWB_PUE,,GWB
-13150367.5794363,4051228.03175796,"95",Groundwater_Basin,GWB_RAY,,GWB
-13181182.4926162,4056189.66455465,"96",Groundwater_Basin,GWB_SFE,,GWB
-13185481.9361326,4032458.60322332,"97",Groundwater_Basin,GWB_SMC,,GWB
-13111511.9663396,4037124.74783858,"98",Groundwater_Basin,GWB_SPA,,GWB
-13183766.9070433,4070618.71207407,"99",Groundwater_Basin,GWB_SYL,,GWB
-13161939.4323323,4058141.82508792,"100",Groundwater_Basin,GWB_VER,,GWB
-13168650.5591864,4007419.93602678,"101",Groundwater_Basin,GWB_WCS,,GWB
-13105150.6225935,4044251.03100078,"102",Groundwater_Basin,GWB_SIX,,GWB
-13156569.7865074,4068289.3826073,"102",Reservoir,INF_BTD,,INF
-13203218.0393653,4098839.1875297,"103",Reservoir,INF_CAS,,INF
-13027747.6345669,3986159.72638234,"104",Reservoir,INF_DVR,,INF
-13178609.269426,4063877.58920516,"105",Reservoir,INF_HAN,Flood_control,INF
-13108045.3275872,4046841.32181764,"106",Reservoir,INF_LOD,,INF
-13181255.7107495,4069462.60182415,"107",Reservoir,INF_LPB,Flood control,INF
-13122516.9681794,4052407.86777339,"108",Reservoir,INF_MOR,,INF
-13179870.926334,4073808.99128096,"109",Reservoir,INF_PCD,,INF
-13114358.4361696,4040937.39082414,"109",Reservoir,INF_PUD,,INF
-13137831.2563925,4053540.4795551,"109",Reservoir,INF_SAD,,
-13132155.7121084,4043999.58117545,"110",Reservoir,INF_SFN,Flood control,INF
-13120292.692104,4056495.73538833,"111",Reservoir,INF_SGD,,INF
-13110400.1995816,4049564.11725355,"111",Reservoir,INF_SND,Flood control,INF
-13188330.4050441,4051205.94139955,"112",Reservoir,INF_SPV,Flood_Contol,INF
-13145013.8814743,4031500.72712911,"112",Reservoir,INF_WHR,Flood control,INF
-13141769.4873344,4031538.19126467,"113",Reservoir,INF_WHS,Flood control,INF
-13160715.886021,4039706.84889235,"115",Surface_Water_Inflow,SUR_ASE,,SUR
-13180057.3065496,4029406.9177111,"115",Surface_Water_Inflow,SUR_BAL,,SUR
-13185835.8211324,4024198.11444303,"116",Surface_Water_Inflow,SUR_BAC,,SUR
-13158588.1176369,3997363.25611402,"116",Surface_Water_Inflow,SUR_LAL,,SUR
-13171214.682155,4053434.83958128,"117",Water_Rec_Plant,WRP_BUR,,WRP
-13189023.3536163,4053308.62533536,"118",Water_Rec_Plant,WRP_TIL,,WRP
-13183510.0909458,4018524.95036942,"119",Water_Rec_Plant,WRP_HYP,,WRP
-13167330.6923066,4002306.06504897,"118",Water_Rec_Plant,WRP_JWP,,WRP
-13155934.2641134,4057306.85404858,"120",Water_Rec_Plant,WRP_LAC,,WRP
-13145440.3798112,4002100.05872832,"121",Water_Rec_Plant,WRP_LBP,,WRP
-13147421.7695417,4012431.61519362,"122",Water_Rec_Plant,WRP_LCP,,WRP
-13179489.4293677,4016634.84908977,"123",Water_Rec_Plant,WRP_LIT,,WRP
-13214822.1757014,4033448.39086854,"124",Water_Rec_Plant,WRP_MMS,,WRP
-13112751.701093,4036238.26465767,"125",Water_Rec_Plant,WRP_PON,,WRP
-13138352.4062169,4033512.74764927,"126",Water_Rec_Plant,WRP_SJC,,WRP
-13190151.4226107,4030809.25002494,"127",Water_Rec_Plant,WRP_SMR,,WRP
-13214649.549768,4039836.63086938,"128",Water_Rec_Plant,WRP_TAP,,WRR
-13165013.7572148,3994550.91363106,"128",Water_Rec_Plant,WRP_TER,,WRP
-13143293.306395,4033241.21282436,"129",Water_Rec_Plant,WRP_WHP,,WRP
-13166151.5736294,4047403.68162792,"130",Water_Rec_Plant,WRP_GDL,,WRP
-13156010.7297229,4057026.61887104,"131",MWD_Recycling,MWD_FTR,,MWD
-13136128.1177639,4047661.58235746,"132",MWD_Recycling,MWD_SGR,,MWD
-13015666.8526988,4089649.13586926,"132",Surface_Water_Import,INF_COL,Colorado imports,INF
-13138267.2388412,4050899.97658529,"140",Spreading_Grounds,SPG_ANI,,SPG
-13117284.6892938,4049608.32060179,"141",Spreading_Grounds,SPG_BDS,,SPG
-13122685.8047857,4042872.62503488,"142",Spreading_Grounds,SPG_BEN,,SPG
-13181979.7586367,4059668.25196643,"143",Spreading_Grounds,SPG_BRF,,SPG
-13133872.4456365,4044944.89652867,"144",Spreading_Grounds,SPG_BVS,,SPG
-13123944.3975861,4043388.58233977,"145",Spreading_Grounds,SPG_CIT,,SPG
-13158353.1423178,4007045.60925723,"146",Spreading_Grounds,SPG_DOM,,SPG
-13144783.8122641,4045586.69323778,"147",Spreading_Grounds,SPG_EAB,,SPG
-13145602.9346827,4050739.12325431,"148",Spreading_Grounds,SPG_ESG,,SPG
-13117265.7121259,4044761.32686777,"149",Spreading_Grounds,SPG_FOR,,SPG
-13179562.7986102,4062549.2980099,"150",Spreading_Grounds,SPG_HSG,,SPG
-13127862.8580051,4042251.41339758,"151",Spreading_Grounds,SPG_IRW,,SPG
-13117904.4469481,4049729.29802955,"152",Spreading_Grounds,SPG_LIT,,SPG
-13181729.1255375,4068946.69988655,"152",Spreading_Grounds,SPG_LOP,,SPG
-13107515.9558194,4045180.27692333,"153",Spreading_Grounds,SPG_LOS,,SPG
-13185520.9833233,4063198.85447806,"154",Spreading_Grounds,SPG_PCS,,SPG
-13137298.5176037,4042366.72140271,"155",Spreading_Grounds,SPG_PEC,,SPG
-13148341.1072791,4026898.47868668,"156",Spreading_Grounds,SPG_RSF,,SPG
-13134816.5184237,4051338.2336648,"157",Spreading_Grounds,SPG_SAW,,SPG
-13132450.9100806,4045487.63364741,"158",Spreading_Grounds,SPG_SFG,,SPG
-13144445.4216991,4026769.86639457,"159",Spreading_Grounds,SPG_SGC,,SPG
-13126350.033693,4049192.77650149,"160",Spreading_Grounds,SPG_SGY,,SPG
-13140162.6523011,4050935.99419888,"161",Spreading_Grounds,SPG_SMD,,SPG
-13111907.7405938,4046213.83867527,"162",Spreading_Grounds,SPG_SND,,SPG
-13181683.4953271,4059164.90957202,"163",Spreading_Grounds,SPG_TUJ,,SPG
-13121688.6186571,4038822.75945519,"164",Spreading_Grounds,SPG_WAL,,SPG
-13113555.3224452,4035901.18538637,"160",MWD_Recycling,MWD_THR,,MWD
-13168776.2819766,4007117.06158274,"170",Infrastructure,INF_CSB,Barrier wells,INF
-13191101.2562095,4070824.48607743,"171",Water_Rec_Plant,NotInArtes,MWD Jenson Water Treatment Plant,NA
-13189958.7059744,4069913.37550532,"172",Water_Rec_Plant,NotInArtes,Los Angeles Aqueduct Filtration Plant,NA
-13190538.7699399,4069857.71280156,"172",Reservoir,INF_LAR,,INF
-13073927.9722416,4009235.19580475,"173",Reservoir,INF_LMR,,INF
-13192805.2443384,4048719.87796587,"174",Reservoir,INF_LR2,Encino Reservoir,INF
-13186348.2863918,4043752.83828209,"174",Reservoir,INF_LR3,"Stone Canyon Reservoir (LA City)
",INF
-13172646.4601307,4044726.25735082,"175",Reservoir,INF_LR4,"Hollywood Reservoir (LA City)
",INF
-13059302.5372923,4069710.66910726,"176",Reservoir,INF_SVR,"Sliverwood Lake Reservoir
",INF
-13213111.551028,4139224.72149878,"177",Infrastructure,INF_SWP,State Water Project Supply,INF
-13130700.8436913,4045024.41664847,"177",Infrastructure,INF_SFD,"Santa Fe Diversion
",INF
-13133999.626146,4039730.0249517,"178",MWD_Recycling,MWD_USR,,MWD
-13175730.5902994,4022495.71099466,"180",MWD_Recycling,MWD_WCR,,MWD
-13113601.8859109,4039833.01147632,"180",Private_Entity,"PRK_FBP
",Park,PRK
-13154850.1481355,4022156.00305836,"181",Private_Entity,"PRV_CEN
","Central Basin Private Entities
",PRV
-13155935.0575574,4020916.10657617,"182",Private_Entity,PRV_COC,"Central Basin Oil and Chemical Companies
",PRV
-13136076.8754987,4041877.796504,"183",Private_Entity,PRV_MOC,"MSG Basin Oil and Chemical Companies
",PRV
-13134965.9282507,4041798.44312913,"184",Private_Entity,PRV_MSG,"Main San Gabriel Private Pumpers
",PRV
-13150979.4392974,4050432.09031389,"185",Private_Entity,PRV_RAY,"Raymond Basin Private Pumpers
",PRV
-13128899.3457965,4046482.88670464,"186",Private_Entity,PRV_SGR,"San Gabriel River Water Commission
",PRV
-13105709.258105,4044022.63760479,"187",Private_Entity,PRV_SIX,"Six Basins Private Pumpers
",PRV
-13168711.4691865,4007923.94265841,"188",Private_Entity,PRV_WCS,"West Coast Basin Private Entities
",PRV
-13169125.5680089,4007899.47105947,"189",Private_Entity,PRV_WMI,"WC Basin Municipal and Industrial
",PRV
-13168938.8615879,4008316.12325146,"189",Private_Entity,PRV_WOC,"West Basin Oil and Chemical Companies
",PRV
-13114566.7259855,4051681.33231824,"190",Surface_Water_Inflow,SUR_BDU,,SUR
-13116605.2829353,4050063.31372639,"190",Surface_Water_Inflow,SUR_BDS,"Big Dalton Wash surface runoff below BD Dam, above SG
",SUR
-13156601.9038617,4068318.84276121,"191",Surface_Water_Inflow,SUR_BTD,"Big Tujunga Dam watershed runoff
",SUR
-13123425.3051422,4042605.02839541,"191",Surface_Water_Inflow,SUR_SDL,"San Dimas Wash Lower
",SUR
-13181939.6548614,4059661.54210301,"192",Surface_Water_Inflow,SUR_BRF,Branford system runoff,SUR
-13132197.808672,4044061.50495863,"193",Surface_Water_Inflow,SUR_BVS,"Buena Vista System runoff
",SUR
-13124467.4564511,4043340.61150631,"194",Surface_Water_Inflow,SUR_BDM,"Big Dalton Wash Middle Reach
",SUR
-13145448.7876869,4001706.28530623,"193",Surface_Water_Inflow,SUR_COY,"Coyote Creek flows (F354-R)
",SUR
-13162333.4732128,3999231.57041053,"194",Surface_Water_Inflow,SUR_DOM,"Dominguez Channel watershed runoff
",SUR
-13144779.9289142,4045192.11031667,"200",Surface_Water_Inflow,SUR_EAB,Eaton Basin,SUR
-13145674.8654121,4050549.94844907,"201",Surface_Water_Inflow,SUR_EAT,Eaton Wash (Inflows from F271-R),SUR
-13116689.7280085,4044895.83013955,"202",Surface_Water_Inflow,SUR_SDM,"San Dimas Wash Middle
",SUR
-13181750.092937,4059791.31289202,"204",Surface_Water_Inflow,SUR_HAN,Hansen Dam watershed runoff,SUR
-13127361.6408768,4042247.61051264,"206",Surface_Water_Inflow,SUR_BDL,Big Dalton Wash Lower Reach,SUR
-13117145.5850612,4049601.30249943,"207",Surface_Water_Inflow,SUR_LIT,Little Dalton watershed runoff,SUR
-13108524.0815125,4043671.34215744,"209",Surface_Water_Inflow,SUR_LOS,Live Oak System,SUR
-13181198.5820171,4069659.59480011,"210",Surface_Water_Inflow,SUR_PCU,Upper Pacoima Wash flows,SUR
-13147440.0861181,3995572.75273653,"211",Surface_Water_Inflow,SUR_SGL,Lower San Gabriel River below Walnut Creek above Gauge 42B,SUR
-13211468.5061137,4033149.72247907,"212",Surface_Water_Inflow,SUR_MAL,Malibu Coastal runoff,SUR
-13213787.2308007,4039269.07588494,"213",Surface_Water_Inflow,SUR_MAC,Malibu Creek above runoff gauge,SUR
-13122447.4764559,4052281.14788453,"215",Surface_Water_Inflow,SUR_MOR,Morris Dam watershed runoff,SUR
-13179909.4609179,4073814.66382416,"216",Surface_Water_Inflow,SUR_PCD,Pacoima Wash Diversion flows,SUR
-13184758.9727465,4062853.26004187,"217",Surface_Water_Inflow,SUR_PCL,Pacoima spreading grounds upstream runoff,SUR
-13137444.8701389,4042835.03225731,"218",Surface_Water_Inflow,SUR_SAL,Santa Anita Wash- Lower (Gauge F119),SUR
-13114343.6114116,4040961.53757673,"220",Surface_Water_Inflow,SUR_PUD,Puddingstone Dam watershed runoff,SUR
-13147539.1597031,4028279.21579567,"221",Surface_Water_Inflow,SUR_RHU,Upper Rio Hondo River,SUR
-13110384.9192197,4049562.80305174,"222",Surface_Water_Inflow,SUR_SND,San Dimas Dam upstream watershed runoff,SUR
-13111526.0432577,4046320.9341656,"223",Surface_Water_Inflow,SUR_SDU,San Dimas Wash Upper,SUR
-13120212.1604915,4056562.12772935,"224",Surface_Water_Inflow,SUR_SGD,San Gabriel Canyon Dam upstream watershed,SUR
-13127298.0034088,4049057.38464176,"225",Surface_Water_Inflow,SUR_SGU,Upper San Gabriel River above Santa Fe Dam,SUR
-13143877.2316736,4027911.14298664,"226",Surface_Water_Inflow,SUR_SGC,San Gabriel Coastal Spreading Grounds Upstream to WN Dam,SUR
-13138311.8228437,4034040.95696747,"227",Surface_Water_Inflow,SUR_SGP,San Gabriel River between Santa Fe and Whittier Narrows,SUR
-13134826.6606713,4032597.70219873,"228",Surface_Water_Inflow,SUR_SJC,San Jose Creek flows (inflows from Gauge F32B-R),SUR
-13137931.4918187,4053566.3935595,"229",Surface_Water_Inflow,SUR_SAC,Santa Anita Canyon Runoff (above Santa Anita Dam),SUR
-13138131.4845783,4051675.41211253,"230",Surface_Water_Inflow,SUR_SAU,Santa Anita Wash- Upper (Gauge F119),SUR
-13134865.623488,4051261.26258705,"231",Surface_Water_Inflow,SUR_SAW,Sawpit Wash Runoff,SUR
-13140646.432881,4051281.96449019,"232",Surface_Water_Inflow,SUR_SMD,Sierra Madre Wash,SUR
-13189039.6795882,4051742.38332038,"234",Surface_Water_?,SUR_SPV,Sepulveda Basin above Sepulveda Dam,SUR
-13109275.9920485,4038948.39881745,"235",Surface_Water_Inflow,SUR_THM,Thompson Creek,SUR
-13167122.4640044,4049801.79289256,"236",Surface_Water_Inflow,SUR_LAU,LA River Upper Channel (Above F57C-R),SUR
-13166295.4649159,4049605.93109558,"237",Surface_Water_Inflow,SUR_VER,Verdugo Wash (Gauge F252-R),SUR
-13121503.6728792,4039105.67612365,"237",Surface_Water_Inflow,SUR_WLU,"Walnut Creek- Upper (compare to inflows from F40-R)
",SUR
-13131734.7959936,4037736.96400132,"238",Surface_Water_Inflow,SUR_WLL,Walnut Creek- Lower (after Walnut SG),SUR
-13134079.0293027,4376800.93371551,"235",Surface_Water_Import,SUR_OWN,Owens River,SUR
-13130558.6835392,4358742.47769049,"236",Surface_Water,SUR_OWL,Owens Lake Demands,SUR
-13105482.9377912,4041833.55108475,"237",City_Retailer,CTY_CLM,City of Claremont,CTY
-13127052.4799054,4029161.80167373,"238",City_Retailer,CTY_IND,City of Industry,CTY
-13131850.1897135,4043038.10456848,"239",City_Retailer,CTY_IRW,City of Irwindale,CTY
-13155645.4565825,4023903.21482684,"240",Mutual_Water_Comp,MWC_180,Tract 180 Mutual Water Company,MWC
-13157104.2261102,4024243.65023687,"241",Mutual_Water_Comp,MWC_349,Tract 349 Mutual Water Company,MWC
-13123609.3051397,4041127.43524063,"242",Mutual_Water_Comp,MWC_COV,Covina Irrigating Company,MWC
-13137750.598699,4023248.73543032,"243",Mutual_Water_Comp,MWC_CDM,California Domestic Water Company,MWC
-13169418.351344,4007232.71728802,"244",Municipal_Water_Dist,MWD_WCP,West Coast Basin Replenishment,MWD
-13175827.2169339,3994499.15119107,"245",Municipal_Water_Dist,MWD_WCD,West Coast MWD Desalination,MWD
